ResponseID,Response,Core,Answer,Gramm,Interp,Verif
I02U-gNSF-p143-r2,The boy is about to take a bite of pizza. ,1,0,1,1,1
I02U-gNSF-p151-r2,Pizza is being eaten by a boy.,1,1,1,1,1
I02U-gNSF-p294-r2,"The boy is about to taste a nice, hot pizza.",1,0,1,1,1
I02U-gNSF-p295-r2,The boy is about to eat a delicious slice of pizza.,1,0,1,1,1
I02U-gNSF-p296-r2,The slice of pizza is about to enter the boy's mouth.,1,1,1,1,1
I02U-gNSF-p297-r2,The boy is eating food.,1,1,1,1,1
I02U-gNSF-p298-r2,He is eating lunch,0,1,1,1,0
I02U-gNSF-p304-r2,The little boy is going to eat pizza.,1,1,1,1,1
I02U-gNSF-p305-r2,The boy is excited about the pizza he is about to eat.,1,1,1,1,1
I02U-gNSC-p322-r2,The kid is fixin' to eat a piece of pizza.,1,1,1,1,1
I02U-gNSC-p323-r2,Food,0,0,0,0,0
I02U-gNSC-p324-r2,Pizza is Tommy's favorite food. ,0,0,1,0,0
I02U-gNSC-p325-r2,The boy likes pizza,0,0,1,1,1
I02U-gNSC-p334-r2,Pizza is making this young man happy. ,0,1,1,1,1
I02U-gNSC-p343-r2,The boy is eating pizza ,1,1,1,1,1
I02U-gNSC-p344-r2,child is eating lunch,0,1,0,1,0
I02U-gNSC-p349-r2,a child is eating a slice of pizza,1,1,1,1,1
I02U-gNSC-p352-r2,A slice of pizza is being eaten. ,0,1,1,0,1
I02U-gNSC-p355-r2,The boy is eating pizza.,1,1,1,1,1
I02U-gNSC-p356-r2,A boy is about to eat pizza.,1,1,1,1,1
I02U-gNSC-p358-r2,Having pizza.,0,0,1,0,0
I02U-gNSC-p359-r2,The boy loves to eat pizza.,0,0,1,1,1
I02U-gNSC-p363-r2,The boy is about to take a bite of pizza. ,1,0,1,1,1
I02U-gNSC-p364-r2,Pizza is the boy's favorite food. ,0,0,1,0,0
I02U-gNSC-p365-r2,This little boy is about to enjoy a slice of pizza.,1,1,1,1,1
I02U-gNSC-p367-r2,A child is happy about eating his favorite food. ,0,1,1,0,0
I02U-gNSC-p370-r2,A child is about to eat a piece of pizza,1,1,1,1,1
I02U-gNSC-p371-r2,HE IS EATING A SLICE OF PIZZA. ,1,1,1,1,1
I02U-gNSC-p373-r2,pizza,0,0,0,0,0
I02U-gNSC-p374-r2,A slice of pizza is being eaten.,0,1,1,0,1
I02U-gNSC-p376-r2,A small boy is happily munching on a slice of pepperoni pie.,1,1,1,1,0
I02U-gNSC-p377-r2,eating pizza happily,0,0,1,0,0
I02U-gNSC-p379-r2,Timmy LOVES pizza.,0,0,1,0,0
I02U-gNSC-p380-r2,Pizza eaten by a boy,1,0,0,1,1
I02U-gNSC-p383-r2,A boy eats pizza.,1,0,1,1,1
I02U-gNSC-p385-r2,THE BOY LOVES PIZZA.,0,0,1,1,1
I02U-gNSC-p387-r2,Pizza is this boy's favorite food.,0,0,1,0,0
I02U-gNSC-p390-r2,He sure is happy.,0,0,1,1,1
I02U-gNSC-p393-r2,A freckled child is eating a pizza.,1,1,1,1,1
I02U-gNSC-p394-r2,The boy is about to take a big bite out of the pizza,1,1,1,1,1
I02U-gNSC-p396-r2,A kid is eating a slice of pizza,1,1,1,1,1
I02U-gNSC-p397-r2,THE BOYS TAKE A BITE OUT OF THE PIZZA.,1,0,1,1,0
I02U-gNSC-p401-r2,A slice of pizza is about to have a bite taken by a boy.,1,1,1,1,1
I02U-gNSC-p405-r2,Pizza is being eaten by a boy. ,1,1,1,1,1
I02U-gNSC-p407-r2,The child is about to eat a piece of pizza,1,1,1,1,1
I02U-gNSC-p408-r2,This guy having a pizza,1,1,0,1,1
I02U-gNSC-p409-r2,A slice of pizza is being eaten by a boy.,1,1,1,1,1
I02U-gNSC-p410-r2,At lunch time the boy ate a slice of pizza.,1,0,1,1,0
I02U-gNSC-p411-r2,A slice of pizza is going to be a meal for a boy.,1,0,1,1,1
I02U-gNSC-p413-r2,A boy is taking a bite of pizza.,1,1,1,1,1
I02U-gNSC-p416-r2,Pizza is what the child is eating,1,0,1,1,1
I02U-gNSC-p417-r2,Pepperoni pizza makes the boy smile,0,0,1,1,0
I02U-gNSC-p418-r2,Pizza is being eaten by a child.,1,1,1,1,1
I02U-gNSC-p420-r2,A young boy wearing tennis shoes is eating pizza.,1,1,1,1,1
I02U-gNSC-p423-r2,A boy is about to bite into a slice of pizza.,1,1,1,1,1
I02U-gNSC-p424-r2,A boy is starting to eat s slice of pizza ,1,1,0,1,1
I02U-gNSC-p425-r2,A boy was given pizza to eat.,0,0,1,0,0
I02U-gNSC-p429-r2,A slice of pizza is about to be eaten by a little boy.,1,1,1,1,1
I02U-gNSC-p431-r2,Guy eating pizza ,1,1,0,1,1
I02U-gNSC-p433-r2,The child is going to bite the pizza.,1,1,1,1,1
I02U-gNSC-p434-r2,The pizza is eaten by the boy.,1,0,1,1,1
I02U-gNSC-p435-r2,eating pizza,0,0,1,0,0
I02U-gNSC-p436-r2,A boy is about to enjoy eating a slice of pizza.,1,1,1,1,1
I02U-gNSC-p438-r2,The pizza is being eaten by a boy.,1,1,1,1,1
I02U-gNSC-p447-r2,Pizza is being eaten by a young boy.,1,1,1,1,1
I02U-gNSC-p448-r2,The freckled boy is excited to taste this slice of pizza.,1,1,1,1,1
I02U-gNSC-p450-r2,thoroughly enjoying this,0,0,0,0,0
I02U-gNSC-p451-r2,The boy enjoys pizza.,1,0,1,1,1
I02U-gNSC-p452-r2,The little boy decided to eat pizza for lunch. ,1,0,1,1,0
I02U-gNSC-p453-r2,Most kids like to eat pizza.,0,0,1,0,0
I02U-gNSC-p455-r2,A boy is eating pizza.,1,1,1,1,1
I02U-gNSC-p456-r2,A slice of pizza is being eaten by a little boy.,1,1,1,1,1
I02U-gNSC-p457-r2,The boy in the picture is enjoying a slice of pizza. ,1,1,1,1,1
I02U-gNSC-p460-r2,The boy eats pizza.,1,0,1,1,1
I02U-gNSC-p461-r2,The boy is chowing down. ,0,1,1,1,1
I02U-gNSC-p462-r2,A piece of pizza is being eaten by a boy.,1,1,1,1,1
I02U-gNSC-p467-r2,"Eager with anticipation born from scheduled pizza on the menu, a boy is salivating to begin eating.",1,1,1,1,0
I02U-gNSC-p469-r2,A youngster anticipates the taste of pizza.,1,0,1,1,1
I02U-gNSC-p472-r2,This pizza slice will soon disappear.,0,0,1,0,0
I02U-gNSC-p477-r2,A slice of pizza is being eaten by a boy. ,1,1,1,1,1
I02U-gNSC-p479-r2,That boy is about to eat the pizza.,1,1,1,1,1
I02U-gNSC-p481-r2,The Boy is about to partake of a slice of pizza.,1,1,1,1,1
I02U-gNSC-p482-r2,This boy is happily eating. ,0,1,1,1,1
I02U-gNSC-p483-r2,A young boy has a big appetite.,0,0,1,0,0
I02U-gNSC-p484-r2,The child is pausing ere he eats the (pizza) pie realizing it needs a condiment to taste even more toothsome.,1,1,1,1,0
I02U-gNSC-p485-r2,The pizza is eaten by Timmy.,1,0,1,1,0
I02U-gNSC-p486-r2,Pizza makes the boy happy.,0,0,1,1,1
I02U-gNSC-p487-r2,a boy is smiling ,0,1,1,1,1
I02U-gNSC-p488-r2,The boy is excited about the size of the pizza. ,0,0,1,1,0
I02U-gNSC-p491-r2,The boy likes pizza.,0,0,1,1,1
I02U-gNSC-p493-r2,A young boy is eating pizza,1,1,1,1,1
I02U-gNSC-p494-r2,Pizza is being eating by the boy,1,1,0,1,1
