ResponseID,Response,Core,Answer,Gramm,Interp,Verif
I24T-gNSF-p143-r1,The boy is yawning.,0,1,1,1,1
I24T-gNSF-p144-r1,The boy sleeps in bed. ,1,0,1,1,1
I24T-gNSF-p151-r1,The boy is waking up.,0,1,1,1,0
I24T-gNSF-p294-r1,The boy is about to fall asleep.,1,1,1,1,0
I24T-gNSF-p295-r1,The boy is sleeping.,1,1,1,1,1
I24T-gNSF-p296-r1,The boy is yawning.,0,1,1,1,1
I24T-gNSF-p297-r1,The boy is yawning.,0,1,1,1,1
I24T-gNSF-p298-r1, The boy is waking up ,0,1,1,1,0
I24T-gNSF-p304-r1,The boy seems to be asleep.,1,0,1,1,1
I24T-gNSF-p305-r1,He is yawning.,0,1,1,1,1
I24T-gNSC-p307-r1,The boy is yawning. ,0,1,1,1,1
I24T-gNSC-p308-r1,The boy is yawning because he is tired.,0,1,1,1,1
I24T-gNSC-p309-r1,The boy is going to sleep.,1,1,1,1,1
I24T-gNSC-p310-r1,The boy is sleeping.,1,1,1,1,1
I24T-gNSC-p313-r1,Yawning,0,1,1,1,1
I24T-gNSC-p314-r1,He is yawning,0,1,1,1,1
I24T-gNSC-p315-r1,snoring,0,1,1,1,0
I24T-gNSC-p317-r1,The boy is sleeping.,1,1,1,1,1
I24T-gNSC-p318-r1,The boy is sleeping in his bed,1,1,1,1,1
I24T-gNSC-p319-r1,sleeping,1,1,1,1,1
I24T-gNSC-p320-r1,sleeping,1,1,1,1,1
I24T-gNSC-p321-r1,The boy is yawning.,0,1,1,1,1
I24T-gNSC-p328-r1,The boy is sleeping in his bed. ,1,1,1,1,1
I24T-gNSC-p329-r1,Yawning in bed,0,1,1,1,1
I24T-gNSC-p330-r1,The boy is sleeping.,1,1,1,1,1
I24T-gNSC-p331-r1,The boy is sleeping.,1,1,1,1,1
I24T-gNSC-p332-r1,The boy is yawning.,0,1,1,1,1
I24T-gNSC-p333-r1,Boy is sleeping,1,0,1,1,1
