ResponseID,Response,Core,Answer,Gramm,Interp,Verif
I14U-gNSF-p143-r1,The woman just bought a new car. ,1,0,1,0,1
I14U-gNSF-p143-r2,The salesman is giving the woman the keys to her new car. ,1,1,1,1,1
I14U-gNSF-p151-r1,The woman is buying a car from the man.,1,1,1,1,1
I14U-gNSF-p151-r2,The man is selling the woman a car.,1,1,1,1,1
I14U-gNSF-p294-r1,The woman is buying the car from the man.,1,1,1,1,1
I14U-gNSF-p294-r2,The man is selling the car to the woman.,1,1,1,1,1
I14U-gNSF-p295-r1,The woman is buying a new red car.,1,1,1,0,1
I14U-gNSF-p295-r2,The man is selling the woman a car.,1,1,1,1,1
I14U-gNSF-p296-r1,The woman is buying a car and paying the salesman.,1,1,1,1,1
I14U-gNSF-p296-r2,The salesman is giving the keys to the car to the lady. ,0,1,1,1,1
I14U-gNSF-p297-r1,The woman is buying a car.,1,1,1,0,1
I14U-gNSF-p297-r2,The man just sold an automobile.,1,0,1,0,1
I14U-gNSF-p298-r1,She is buying a new car,1,1,1,0,1
I14U-gNSF-p298-r2,He just sold a car,1,0,1,0,1
I14U-gNSF-p304-r1,The lady is buying a car.,1,1,1,0,1
I14U-gNSF-p304-r2,She is paying cash to rent a car.,1,1,1,1,1
I14U-gNSF-p305-r1,The lady is purchasing a car.,1,1,1,0,1
I14U-gNSF-p305-r2,The salesman is delivering the keys to the lady that bought the car.,1,1,1,1,1
