ResponseID,Response,Core,Answer,Gramm,Interp,Verif
I10U-gNSC-p322-r1,The baby is crying.,1,1,1,1,1
I10U-gNSC-p322-r2,The baby is not happy about something.,0,1,1,1,1
I10U-gNSC-p325-r1,A baby is crying,1,1,1,1,1
I10U-gNSC-p325-r2,The baby in the diaper is upset,0,0,1,1,1
I10U-gNSC-p334-r1,A baby cries. ,1,0,1,1,1
I10U-gNSC-p334-r2,"A baby flies through the air, eyes closed and teary. ",0,0,1,1,0
I10U-gNSC-p343-r1,The little bady is crying for compassion,1,1,0,0,0
I10U-gNSC-p343-r2,The little baby crying for its mother,1,1,0,1,1
I10U-gNSC-p344-r1,baby is crying to be picked up,1,1,0,1,1
I10U-gNSC-p344-r2,baby is crying to have diaper changed,1,1,0,1,1
I10U-gNSC-p349-r1,A baby is crying.,1,1,1,1,1
I10U-gNSC-p349-r2,There is a crying baby.,1,1,1,1,1
I10U-gNSC-p352-r1,A baby is crying. ,1,1,1,1,1
I10U-gNSC-p352-r2,A child is naken. ,0,0,0,0,0
I10U-gNSC-p355-r1,The baby is crying.,1,1,1,1,1
I10U-gNSC-p355-r2,The baby is upset.,0,0,1,1,1
I10U-gNSC-p356-r1,A baby is crying. ,1,1,1,1,1
I10U-gNSC-p356-r2,Someone needs to tend to the baby. ,0,0,1,0,1
I10U-gNSC-p358-r1,A baby crying ,1,1,0,1,1
I10U-gNSC-p358-r2,A baby sitting down crying ,1,1,0,1,1
I10U-gNSC-p359-r1,A baby is crying.,1,1,1,1,1
I10U-gNSC-p359-r2,The crying baby wants to he held.,1,1,0,1,1
I10U-gNSC-p363-r1,The baby is crying to draw attention to it wet diaper. ,1,1,0,1,1
I10U-gNSC-p363-r2,The baby is frustrated because it wants to be picked up. ,0,0,1,1,1
I10U-gNSC-p364-r1,The baby is crying.,1,1,1,1,1
I10U-gNSC-p364-r2,The crying baby needs assistance.,1,0,1,1,1
I10U-gNSC-p365-r1,The baby is upset.,0,0,1,1,1
I10U-gNSC-p365-r2,This baby is crying.,1,1,1,1,1
I10U-gNSC-p367-r1,A crying baby.,0,0,0,1,0
I10U-gNSC-p367-r2,An upset infant.,0,0,0,1,0
I10U-gNSC-p370-r1,A baby is crying,1,1,1,1,1
I10U-gNSC-p370-r2,A baby is upset,0,0,1,1,1
I10U-gNSC-p374-r1,The baby is crying.,1,1,1,1,1
I10U-gNSC-p374-r2,The sad baby has red hair.,0,0,1,1,1
I10U-gNSC-p377-r1,crhying,0,0,0,0,0
I10U-gNSC-p377-r2,baby crying,1,1,0,1,1
I10U-gNSC-p379-r1,The baby is crying.,1,1,1,1,1
I10U-gNSC-p379-r2,The young baby is screaming.,1,1,1,1,1
I10U-gNSC-p380-r1,baby cries,1,0,0,1,1
I10U-gNSC-p380-r2,baby cries,1,0,0,1,1
I10U-gNSC-p383-r1,The baby is very unhappy.,0,0,1,1,1
I10U-gNSC-p383-r2,The baby cries incessantly.,1,0,1,1,1
I10U-gNSC-p385-r1,WHY IS THE BABY CRYING. ,1,0,1,1,0
I10U-gNSC-p385-r2,THE CRYING BABY NEEDS ATTENTION.,1,0,1,1,1
I10U-gNSC-p387-r1,The baby is upset and crying.,1,1,1,1,1
I10U-gNSC-p387-r2,The crying baby has a wet diaper.,1,0,1,1,1
I10U-gNSC-p390-r1,CHANGE MY DIAPER!,0,0,1,0,0
I10U-gNSC-p390-r2,FEED ME!,0,0,1,0,0
I10U-gNSC-p393-r1,The baby is crying.,1,1,1,1,1
I10U-gNSC-p393-r2,"The inconsolable baby is naked, but for a diaper.",0,0,1,1,1
I10U-gNSC-p394-r1,The baby is crying,1,1,1,1,1
