ResponseID,Response,Core,Answer,Gramm,Interp,Verif
I10T-gNSF-p142-r1,The baby is crying.,1,1,1,1,1
I10T-gNSF-p145-r1,The baby is crying. ,1,1,1,1,1
I10T-gNSF-p146-r1,The baby is crying.,1,1,1,1,1
I10T-gNSF-p147-r1,The baby is crying. ,1,1,1,1,1
I10T-gNSF-p148-r1,The baby is crying.,1,1,1,1,1
I10T-gNSF-p149-r1,The baby is bawling. ,1,1,1,1,1
I10T-gNSF-p150-r1,The baby is crying.,1,1,1,1,1
I10T-gNSC-p152-r1,The baby appears to be crying,1,1,1,1,1
I10T-gNSC-p159-r1,The baby is crying.,1,1,1,1,1
I10T-gNSC-p163-r1,Crying for food,1,1,1,1,0
I10T-gNSC-p168-r1,The baby is crying.,1,1,1,1,1
I10T-gNSC-p169-r1,the baby is crying,1,1,1,1,1
I10T-gNSC-p170-r1,The baby is crying,1,1,1,1,1
I10T-gNSC-p172-r1,cry,1,0,0,1,1
I10T-gNSC-p174-r1,The baby is crying. ,1,1,1,1,1
I10T-gNSC-p175-r1,The baby is crying.,1,1,1,1,1
I10T-gNSC-p176-r1,Cryings,1,1,0,1,1
I10T-gNSC-p177-r1,The baby is crying.,1,1,1,1,1
I10T-gNSC-p181-r1,most likely he is trying to answer this survey,1,1,1,0,0
I10T-gNSC-p187-r1,The baby is crying.,1,1,1,1,1
I10T-gNSC-p190-r1,The baby is crying.,1,1,1,1,1
I10T-gNSC-p192-r1,The baby is crying.,1,1,1,1,1
I10T-gNSC-p199-r1,The baby is crying loudly.,1,1,1,1,1
I10T-gNSC-p202-r1,The baby is crying.,1,1,1,1,1
I10T-gNSC-p209-r1,CRYING FOR FOOD,1,1,1,1,0
I10T-gNSC-p211-r1,This baby is in need of food and comfort.,1,0,1,1,1
I10T-gNSC-p212-r1,He's blubbering. ,1,1,1,1,1
I10T-gNSC-p213-r1,The baby is crying. ,1,1,1,1,1
I10T-gNSC-p215-r1,The baby is being an annoying little bitch.,1,1,1,0,0
I10T-gNSC-p216-r1,the baby is crying,1,1,1,1,1
I10T-gNSC-p217-r1,The baby is crying.,1,1,1,1,1
I10T-gNSC-p220-r1,The baby is crying.,1,1,1,1,1
I10T-gNSC-p222-r1,Crying,1,1,1,1,1
I10T-gNSC-p224-r1,The baby is crying.,1,1,1,1,1
I10T-gNSC-p226-r1,The baby is crying,1,1,1,1,1
I10T-gNSC-p230-r1,The baby is crying. ,1,1,1,1,1
I10T-gNSC-p231-r1,The baby is crying.,1,1,1,1,1
I10T-gNSC-p235-r1,The baby is crying.,1,1,1,1,1
I10T-gNSC-p236-r1,The baby is crying. ,1,1,1,1,1
I10T-gNSC-p244-r1,The baby is crying. ,1,1,1,1,1
I10T-gNSC-p245-r1,The baby is crying.,1,1,1,1,1
I10T-gNSC-p247-r1,The baby is crying.,1,1,1,1,1
I10T-gNSC-p249-r1,The baby is crying.,1,1,1,1,1
I10T-gNSC-p252-r1,crying,1,1,1,1,1
I10T-gNSC-p253-r1,crying,1,1,1,1,1
I10T-gNSC-p254-r1,He is crying,1,1,1,1,1
I10T-gNSC-p255-r1,The baby is balling.,1,1,0,1,1
I10T-gNSC-p257-r1,The baby is crying.,1,1,1,1,1
I10T-gNSC-p258-r1,The baby has a dirty diaper and not happy about it.,1,0,0,1,0
I10T-gNSC-p260-r1,crying,1,1,1,1,1
I10T-gNSC-p261-r1,The baby is crying.,1,1,1,1,1
I10T-gNSC-p262-r1,This baby is crying,1,0,1,1,1
I10T-gNSC-p263-r1,The baby is crying.,1,1,1,1,1
I10T-gNSC-p264-r1,Crying,1,1,1,1,1
I10T-gNSC-p270-r1,She is crying.,1,1,1,1,1
I10T-gNSC-p271-r1,The baby is crying. ,1,1,1,1,1
I10T-gNSC-p272-r1,Fjfjfj,1,0,0,0,0
I10T-gNSC-p274-r1,The baby is crying.,1,1,1,1,1
I10T-gNSC-p276-r1,The baby is crying.,1,1,1,1,1
I10T-gNSC-p277-r1,The baby is crying.,1,1,1,1,1
I10T-gNSC-p282-r1,The baby is crying. ,1,1,1,1,1
I10T-gNSF-p293-r1,The baby is crying.,1,1,1,1,1
I10T-gNSF-p299-r1,The baby is crying.,1,1,1,1,1
I10T-gNSF-p301-r1,The baby is crying.,1,1,1,1,1
I10T-gNSF-p302-r1,The baby is crying.,1,1,1,1,1
I10T-gNSF-p303-r1,The baby is crying.,1,1,1,1,1
I10T-gNSF-p306-r1,The baby is crying.,1,1,1,1,1
I10T-gNSF-p495-r1,The baby is crying.,1,1,1,1,1
I10T-gNSF-p496-r1,The infant is weeping.,1,0,1,1,1
I10T-gNSF-p497-r1,The baby is crying.,1,1,1,1,1
