ResponseID,Response,Core,Answer,Gramm,Interp,Verif
I12U-gNSF-p143-r1,The lady is cutting paper. ,1,1,1,1,1
I12U-gNSF-p143-r2,The woman is using scissors to cut a piece of paper.,1,1,1,1,1
I12U-gNSF-p151-r1,The woman is cutting paper with scissors.,1,1,1,1,1
I12U-gNSF-p151-r2,Paper is being cut by the woman.,1,1,1,1,1
I12U-gNSF-p294-r1,The woman is cutting a piece of paper.,1,1,1,1,1
I12U-gNSF-p294-r2,The woman is using scissors to cut shapes out of paper.,1,1,1,1,1
I12U-gNSF-p295-r1,The woman is cutting the paper.,1,1,1,1,1
I12U-gNSF-p295-r2,The teacher is giving an art class.,0,1,1,1,0
I12U-gNSF-p296-r1,The lady is cutting a piece of paper with scissors.,1,1,1,1,1
I12U-gNSF-p296-r2,A pattern is being formed in the paper.,0,1,1,0,0
I12U-gNSF-p297-r1,She's cutting paper.,1,1,1,1,1
I12U-gNSF-p297-r2,The woman is using scissors.,0,1,1,1,1
I12U-gNSF-p298-r1,She is cutting the paper,1,1,1,1,1
I12U-gNSF-p298-r2,she does arts and crafts,0,0,1,0,0
I12U-gNSF-p304-r1,The lady is cutting some paper.,1,1,1,1,1
I12U-gNSF-p304-r2,She is using scissors to cut paper.,1,1,1,1,1
I12U-gNSF-p305-r1,The lady is cutting paper.,1,1,1,1,1
I12U-gNSF-p305-r2,The lady is using scissors to cut the paper.,1,1,1,1,1
