ResponseID,Response,Core,Answer,Gramm,Interp,Verif
I16U-gNSF-p142-r1,A frog is eating a fly.,1,1,1,1,1
I16U-gNSF-p145-r1,A frog is eating a fly. ,1,1,1,1,1
I16U-gNSF-p146-r1,A frog is eating a fly.,1,1,1,1,1
I16U-gNSF-p147-r1,The frog is catching a fly. ,1,1,1,1,1
I16U-gNSF-p148-r1,The frog is eating a fly.,1,1,1,1,1
I16U-gNSF-p149-r1,A fly is about to get devoured by a frog. ,1,1,1,1,1
I16U-gNSF-p150-r1,The frog is eating a bug. ,1,1,1,1,1
I16U-gNSC-p155-r1,A frog is catching a fly,1,1,1,1,1
I16U-gNSC-p156-r1,The frog is catching a fly,1,1,1,1,1
I16U-gNSC-p157-r1,The frog is catching a fly with his tongue.,1,1,1,1,1
I16U-gNSC-p158-r1,The frog is catching a fly.,1,1,1,1,1
I16U-gNSC-p160-r1,None,0,0,0,0,0
I16U-gNSC-p161-r1,"The frog, sitting on a lily pad, is catching a fly.",1,1,1,1,1
I16U-gNSC-p165-r1,The frog is eating a fly.,1,1,1,1,1
I16U-gNSC-p166-r1,A frog is catching a fly with his tongue.,1,1,1,1,1
I16U-gNSC-p167-r1,A frog is catching a fly.,1,1,1,1,1
I16U-gNSC-p178-r1,frog is catching a fly,1,1,0,1,1
I16U-gNSC-p179-r1,the frog is trying o catch the fly,1,1,0,1,1
I16U-gNSC-p180-r1,A frog is catching the bug with his tongue.,1,1,1,1,1
I16U-gNSC-p182-r1,The frog is eating a fly,1,1,1,1,1
I16U-gNSC-p184-r1,A frog is catching a fly.,1,1,1,1,1
I16U-gNSC-p186-r1,The frog is trying to catch a fly.,1,1,1,1,1
I16U-gNSC-p188-r1,A frog is catching a fly. ,1,1,1,1,1
I16U-gNSC-p189-r1,The frog is catching a fly. ,1,1,1,1,1
I16U-gNSC-p191-r1,A frog is eating a bug. ,1,1,1,1,1
I16U-gNSC-p193-r1,The frog is catching a fly with its tongue.,1,1,1,1,1
I16U-gNSC-p194-r1,The frog is trying with its tongue to catch a fly.,1,1,1,1,1
I16U-gNSC-p195-r1,A frog is catching a fly with his tongue.,1,1,1,1,1
I16U-gNSC-p196-r1,A frog is catching a fly.,1,1,1,1,1
I16U-gNSC-p197-r1,The frog is extending his tongue to catch the fly.,1,1,1,1,1
I16U-gNSC-p198-r1,The frog is trying to catch the insect on it's tongue.,1,1,0,1,1
I16U-gNSC-p200-r1,The frog is trying to eat a fly.,1,1,1,1,1
I16U-gNSC-p201-r1,The frog is eating the fly,1,1,1,1,1
I16U-gNSC-p205-r1,A frog is eating a fly.,1,1,1,1,1
I16U-gNSC-p206-r1,The frog is about to catch a fly and eat it.,1,1,1,1,1
I16U-gNSC-p207-r1,A frog is catching a fly with its tongue.,1,1,1,1,1
I16U-gNSC-p208-r1,"Froggerton projectile vomiting kool-aid, allowing for beetle to escape.",0,0,0,0,0
I16U-gNSC-p210-r1,a frog is catching a fly,1,1,1,1,1
I16U-gNSC-p214-r1,The frog is trying to catch the fly for dinner,1,1,1,1,1
I16U-gNSC-p218-r1,The frog is about to eat a fly.,1,1,1,1,1
I16U-gNSC-p223-r1,A frog is extending its tongue in an attempt to catch an insect to eat.,1,1,1,1,1
I16U-gNSC-p225-r1,The frog is catching lunch,1,1,1,1,1
I16U-gNSC-p227-r1,The frog is catching a fly.,1,1,1,1,1
I16U-gNSC-p228-r1,the frog is catching the fly ,1,1,1,1,1
I16U-gNSC-p229-r1,The Frog is catching a fly mid air.,1,1,1,1,1
I16U-gNSC-p232-r1,The toad eat the fly,1,0,0,1,0
I16U-gNSC-p238-r1,The frog is about to catch a fly. ,1,1,1,1,1
I16U-gNSC-p240-r1,The frog is eating a fly. ,1,1,1,1,1
I16U-gNSC-p241-r1,A frog is eating a fly.,1,1,1,1,1
I16U-gNSC-p242-r1,A frog is catching an insect.,1,1,1,1,1
I16U-gNSC-p246-r1,The frog caching a fly,1,1,0,1,1
I16U-gNSC-p248-r1,A fly is being pursued by a Frog.,1,1,1,1,1
I16U-gNSC-p250-r1,The frog is trying to get the insect into his mouth  ,1,1,1,1,1
I16U-gNSC-p251-r1, A frog is eating a fly.,1,1,1,1,1
I16U-gNSC-p265-r1,The frog is trying to catch a bug.,1,1,1,1,1
I16U-gNSC-p267-r1,Frog catching a fly.,1,1,0,1,1
I16U-gNSC-p268-r1,The frog is trying to catch a fly.,1,1,1,1,1
I16U-gNSC-p269-r1,A frog is zapping a bug.,1,1,1,1,1
I16U-gNSC-p273-r1,A frog is about to consume a fly.,1,1,1,1,1
I16U-gNSC-p275-r1,A frog is catching a fly.,1,1,1,1,1
I16U-gNSC-p278-r1,Hjs,0,0,0,0,0
I16U-gNSC-p279-r1,A frog is trying to capture a fly. ,1,1,1,1,1
I16U-gNSC-p280-r1,A frog is catching a fly with its tongue.,1,1,1,1,1
I16U-gNSC-p283-r1,Frog tries to eat bug,1,0,0,1,1
I16U-gNSC-p284-r1,Catching flys,0,0,0,0,0
I16U-gNSC-p285-r1,FROG eating. ,0,0,0,0,1
I16U-gNSC-p287-r1,The lazy frog is getting dinner.,0,1,1,1,1
I16U-gNSC-p288-r1,A frog on a lily pad is about to catch a fly.,1,1,1,1,1
I16U-gNSC-p290-r1,Frog eating,0,0,0,0,1
I16U-gNSC-p291-r1,A frog is eating a fly,1,1,1,1,1
I16U-gNSC-p292-r1,The frog is trying to catch the fly.,1,1,1,1,1
I16U-gNSF-p293-r1,The frog is trying to catch a fly.,1,1,1,1,1
I16U-gNSF-p299-r1,The frog is catching a fly.,1,1,1,1,1
I16U-gNSF-p301-r1,The frog is eating a fly.,1,1,1,1,1
I16U-gNSF-p302-r1,The frog is about to eat a fly.,1,1,1,1,1
I16U-gNSF-p303-r1,The frog is catching the fly with its tongue.,1,1,1,1,1
I16U-gNSF-p306-r1,A frog is snatching a fly with its tongue.,1,1,1,1,1
I16U-gNSF-p495-r1,The frog is catching a fly.,1,1,1,1,1
I16U-gNSF-p496-r1,The fly is about to meet his end.,0,1,1,0,1
I16U-gNSF-p497-r1,The frog is catching a fly with his tongue.,1,1,1,1,1
