ResponseID,Response,Core,Answer,Gramm,Interp,Verif
I29U-gNSF-p142-r1,A woman is cuddling a dog.,1,1,1,1,1
I29U-gNSF-p142-r2,A lady is hugging a small dog.,1,1,1,1,1
I29U-gNSF-p145-r2,The lady holds her dog. ,1,0,1,1,1
I29U-gNSF-p146-r1,The girl holds the dog.,1,0,1,1,1
I29U-gNSF-p146-r2,The dog is being held by a woman.,1,1,1,1,1
I29U-gNSF-p147-r1,The woman is hugging the dog. ,1,1,1,1,1
I29U-gNSF-p147-r2,The woman is happy to be hugging the dog. ,1,1,1,1,1
I29U-gNSF-p148-r1,She is holding her puppy.,1,1,1,1,1
I29U-gNSF-p148-r2,She is hugging her dog.,1,1,1,1,1
I29U-gNSF-p149-r1,A woman is gleefully embracing a small fluffy lap dog. ,1,1,1,1,1
I29U-gNSF-p149-r2,A small fluffy lap dog is enjoying the gleeful embrace of a woman who loves dogs. ,1,1,1,1,1
I29U-gNSF-p150-r1,The girl is holding the dog. ,1,1,1,1,1
I29U-gNSF-p150-r2,The girl is cuddling the dog. ,1,1,1,1,1
I29U-gNSC-p155-r1,A lady is holding her pet dog,1,1,1,1,1
I29U-gNSC-p156-r1,The lady is cuddling her puppy.,1,1,1,1,1
I29U-gNSC-p156-r2,The lady is very happy because she is holding her pet dog.,1,1,1,1,1
I29U-gNSC-p157-r1,The woman is holding the dog.,1,1,1,1,1
I29U-gNSC-p157-r2,The happy woman is holding the small dog.,1,1,1,1,1
I29U-gNSC-p161-r2,A dog is being held by a woman in a blue dress.,1,1,1,1,1
I29U-gNSC-p166-r1,A woman is holding and hugging her puppy.,1,1,1,1,1
I29U-gNSC-p166-r2,A puppy is happy to be held by her owner.,1,0,1,1,1
I29U-gNSC-p167-r1,A woman hugs her Pomeranian. ,1,0,1,1,1
I29U-gNSC-p167-r2,A dogs gets a big hug from his owner. ,1,0,1,1,1
I29U-gNSC-p178-r1,woman is cuddling with dog,1,1,0,1,1
I29U-gNSC-p180-r1,A girl is hugging her dog.,1,1,1,1,1
I29U-gNSC-p180-r2,A young smiling girl is hugging a dog in her arms.,1,1,1,1,1
I29U-gNSC-p182-r1,The lady is hugging her dog,1,1,1,1,1
I29U-gNSC-p186-r1,The woman is holding the dog.,1,1,1,1,1
I29U-gNSC-p186-r2,The dog is being held by the woman.,1,1,1,1,1
I29U-gNSC-p188-r1,A woman is hugging her dog. ,1,1,1,1,1
I29U-gNSC-p188-r2,A dog is cuddling with its owner. ,1,1,1,1,1
I29U-gNSC-p189-r1,The woman is hugging the dog. ,1,1,1,1,1
I29U-gNSC-p191-r1,A woman is hugging a puppy. ,1,1,1,1,1
I29U-gNSC-p191-r2,A puppy is being hugged by a woman. ,1,1,1,1,1
I29U-gNSC-p193-r1,The girl is hugging her dog.,1,1,1,1,1
I29U-gNSC-p195-r1,A woman is holding a dog.,1,1,1,1,1
I29U-gNSC-p195-r2,A dog is being held by a woman.,1,1,1,1,1
I29U-gNSC-p200-r1,The woman is hugging her dog. ,1,1,1,1,1
I29U-gNSC-p201-r1,The lady is happily holding her dog. ,1,1,1,1,1
I29U-gNSC-p205-r1,A woman hugs her dog.,1,0,1,1,1
I29U-gNSC-p205-r2,A dog is being hugged by a woman.,1,1,1,1,1
I29U-gNSC-p207-r1,A woman is cuddling a small dog.,1,1,1,1,1
I29U-gNSC-p207-r2,A woman is very happy to be holding her cute dog.,1,1,1,1,1
I29U-gNSC-p214-r1,The woman is hugging her pet,1,1,1,0,1
I29U-gNSC-p214-r2,"The pet loves to be hugged by her ""Mom""",1,0,1,0,1
I29U-gNSC-p218-r2,The little dog loves being held and loved by the girl.,1,0,1,1,1
I29U-gNSC-p223-r1,The woman is hugging the small dog.,1,1,1,1,1
I29U-gNSC-p223-r2,A small dog is happy about being held.,1,0,1,0,1
I29U-gNSC-p227-r1,The woman is cuddling a puppy.,1,1,1,1,1
I29U-gNSC-p227-r2,The puppy is being cuddled by the woman.,1,1,1,1,1
I29U-gNSC-p229-r2,The little dog is receiving a hug from her owner.,1,1,1,1,1
I29U-gNSC-p232-r1,The women is cuddling the dog,1,1,0,0,0
I29U-gNSC-p238-r1,The woman is hugging her dog.,1,1,1,1,1
I29U-gNSC-p238-r2,The woman is squeezing her new puppy.,1,1,1,1,0
I29U-gNSC-p241-r1,A person is hugging a small dog. ,1,1,1,1,1
I29U-gNSC-p241-r2,A small dog is being hugged by a person.,1,1,1,1,1
I29U-gNSC-p242-r1,The woman is cuddling her dog.,1,1,1,1,1
I29U-gNSC-p242-r2,The dog is being cuddled by the woman.,1,1,1,1,1
I29U-gNSC-p267-r1,Woman hugs dog.,1,0,0,1,1
I29U-gNSC-p267-r2,Dog is being held by woman.,1,1,0,1,1
I29U-gNSC-p268-r1,The woman is holding the dog.,1,1,1,1,1
