ResponseID,Response,Core,Answer,Gramm,Interp,Verif
I27T-gNNS-p004-r1,The girl is singing. ,1,1,1,1,1
I27T-gNNS-p005-r1,The girl is singing.,1,1,1,1,1
I27T-gNNS-p006-r1,She is singing in public.,1,1,1,1,0
I27T-gNNS-p007-r1,The girl is singing. ,1,1,1,1,1
I27T-gNNS-p009-r1,The girl is singing.,1,1,1,1,1
I27T-gNNS-p012-r1,The girl is singing,1,1,1,1,1
I27T-gNNS-p013-r1,She is singing.,1,1,1,1,1
I27T-gNNS-p014-r1,The girl is singing.,1,1,1,1,1
I27T-gNNS-p017-r1,She is singing.,1,1,1,1,1
I27T-gNNS-p021-r1,the girl is singing ,1,1,1,1,1
I27T-gNNS-p022-r1,The girl is singing a song.,1,1,1,1,1
I27T-gNNS-p023-r1,The girl is singing.,1,1,1,1,1
I27T-gNNS-p026-r1,The girl is singing happily.,1,1,1,1,1
I27T-gNNS-p027-r1,she's singing,1,1,1,1,1
I27T-gNNS-p028-r1,She is singing song,1,1,0,1,1
I27T-gNNS-p030-r1,The girl is singing.,1,1,1,1,1
I27T-gNNS-p032-r1,The girl is singing,1,1,1,1,1
I27T-gNNS-p034-r1,A girl is singing,1,0,1,1,1
I27T-gNNS-p036-r1,The girl is singing.,1,1,1,1,1
I27T-gNNS-p037-r1,The girl is singing.,1,1,1,1,1
I27T-gNNS-p038-r1,A girl is singing loudly.,1,0,1,1,1
I27T-gNNS-p039-r1,The girl is singing.,1,1,1,1,1
I27T-gNNS-p040-r1,She is singing.,1,1,1,1,1
I27T-gNNS-p041-r1,The girl is singing beautifully,1,1,1,1,0
I27T-gNNS-p042-r1,She is singing the song.,1,1,1,1,1
I27T-gNNS-p043-r1,She is singing.,1,1,1,1,1
I27T-gNNS-p044-r1,The girl is singing songs.,1,1,1,1,1
I27T-gNNS-p051-r1,the girl is singing,1,1,1,1,1
I27T-gNNS-p057-r1,The girl is singing a song. ,1,1,1,1,1
I27T-gNNS-p058-r1,She is singing. ,1,1,1,1,1
I27T-gNNS-p065-r1,The girl is singing.,1,1,1,1,1
I27T-gNNS-p066-r1,The girl is singing.,1,1,1,1,1
I27T-gNNS-p069-r1,A little girl is singing ,1,0,1,1,1
I27T-gNNS-p070-r1,The girl is singing.,1,1,1,1,1
I27T-gNNS-p072-r1,The girl is singing a song,1,1,1,1,1
I27T-gNNS-p074-r1,A girl is singing loudly. ,1,0,1,1,1
I27T-gNNS-p075-r1,The girl is singing.,1,1,1,1,1
I27T-gNNS-p077-r1,The girl is singing. ,1,1,1,1,1
I27T-gNNS-p078-r1,The girl is singing.,1,1,1,1,1
I27T-gNNS-p079-r1,The girl is singing ,1,1,1,1,1
I27T-gNNS-p081-r1,the girl is singing,1,1,1,1,1
I27T-gNNS-p082-r1,The girl is sining.,1,1,1,0,1
I27T-gNNS-p083-r1,The girl is singing. ,1,1,1,1,1
I27T-gNNS-p086-r1,She is singing.,1,1,1,1,1
I27T-gNNS-p087-r1,she is singing ,1,1,1,1,1
I27T-gNNS-p099-r1,She is singing.,1,1,1,1,1
I27T-gNNS-p101-r1,The girl is singing.,1,1,1,1,1
I27T-gNNS-p104-r1,She is singing.,1,1,1,1,1
I27T-gNNS-p105-r1,The girl is singing.,1,1,1,1,1
I27T-gNNS-p106-r1,The girl is singing.,1,1,1,1,1
I27T-gNNS-p107-r1,The girl is singing a song delightedly.,1,1,1,1,1
I27T-gNNS-p108-r1,she's singing,1,1,1,1,1
I27T-gNNS-p109-r1,The girl is singing.,1,1,1,1,1
I27T-gNNS-p111-r1,The girl is singing.,1,1,1,1,1
I27T-gNNS-p112-r1,The girl is singing.,1,1,1,1,1
I27T-gNNS-p114-r1,The girl is singing.,1,1,1,1,1
I27T-gNNS-p116-r1,The girl is singing,1,1,1,1,1
I27T-gNNS-p118-r1,The girl is singing.,1,1,1,1,1
I27T-gNNS-p119-r1,the girl is singing,1,1,1,1,1
I27T-gNNS-p122-r1,The girl is singing a song happily. ,1,1,1,1,1
I27T-gNNS-p123-r1,The girl is singing,1,1,1,1,1
I27T-gNNS-p124-r1,singing,1,1,1,1,1
I27T-gNNS-p125-r1,She is singing.,1,1,1,1,1
I27T-gNNS-p127-r1,The girl is singing.,1,1,1,1,1
I27T-gNNS-p128-r1,The girl is singing.,1,1,1,1,1
I27T-gNNS-p133-r1,The girl is singing.,1,1,1,1,1
I27T-gNNS-p135-r1,She is singing.,1,1,1,1,1
I27T-gNNS-p136-r1,The girl is singing.,1,1,1,1,1
I27T-gNNS-p140-r1,The girl is singing happily. ,1,1,1,1,1
I27T-gNNS-p141-r1,The girl is singing a song,1,1,1,1,1
