ResponseID,Response,Core,Answer,Gramm,Interp,Verif
I18U-gNSF-p142-r1,A man is coughing.,1,1,1,1,1
I18U-gNSF-p142-r2,A man is coughing into his hand.,1,1,1,1,1
I18U-gNSF-p145-r1,The man is coughing. ,1,1,1,1,1
I18U-gNSF-p145-r2,The man is covering his mouth when coughing. ,1,1,1,1,1
I18U-gNSF-p146-r1,The man is coughing.,1,1,1,1,1
I18U-gNSF-p147-r1,The man is coughing. ,1,1,1,1,1
I18U-gNSF-p147-r2,The man is sick and covering his cough. ,1,1,1,1,1
I18U-gNSF-p148-r1,The man is coughing.,1,1,1,1,1
I18U-gNSF-p148-r2,He is coughing.,1,1,1,1,1
I18U-gNSF-p149-r1,A man (it may be Superman) is coughing into his clenched fist. ,1,1,1,1,1
I18U-gNSF-p149-r2,Superman is coughing or sneezing into his clenched fist. ,1,1,1,1,0
I18U-gNSF-p150-r1,A man is coughing. ,1,1,1,1,1
I18U-gNSC-p155-r1,A man is coughing,1,1,1,1,1
I18U-gNSC-p155-r2,The man is coughing into his hand,1,1,1,1,1
I18U-gNSC-p156-r1,The man is coughing,1,1,1,1,1
I18U-gNSC-p156-r2,The polite man raises his fist to cover his cough,1,0,1,1,1
I18U-gNSC-p157-r1,The man is coughing.,1,1,1,1,1
I18U-gNSC-p158-r1,The man is coughing. ,1,1,1,1,1
I18U-gNSC-p161-r1,A man in a red shirt is coughing.,1,1,1,1,1
I18U-gNSC-p161-r2,A man is coughing in his fist.,1,1,1,1,1
I18U-gNSC-p166-r1,A man is coughing.,1,1,1,1,1
I18U-gNSC-p166-r2,A man is covering his cough with his fist.,1,1,1,1,1
I18U-gNSC-p167-r1,A man coughs. ,1,0,1,1,1
I18U-gNSC-p167-r2,A guy politely covers his mouth while he is coughing.,1,1,1,1,1
I18U-gNSC-p178-r1,man is coughing,1,1,0,1,1
I18U-gNSC-p179-r1,man is coughing,1,1,0,1,1
I18U-gNSC-p180-r1,A man is coughing into his fist.,1,1,1,1,1
I18U-gNSC-p180-r2,A man is coughing.,1,1,1,1,1
I18U-gNSC-p182-r1,The man is coughing,1,1,1,1,1
I18U-gNSC-p182-r2,The man is covering his mouth due to coughing,1,1,1,1,1
I18U-gNSC-p184-r1,A man is coughing.,1,1,1,1,1
I18U-gNSC-p184-r2,A man is going to cough.,1,1,1,1,1
I18U-gNSC-p186-r1,The man is coughing.,1,1,1,1,1
I18U-gNSC-p186-r2,The man is sneezing.,1,1,1,1,0
I18U-gNSC-p188-r2,A man is coughing. ,1,1,1,1,1
I18U-gNSC-p191-r1,A man is coughing. ,1,1,1,1,1
I18U-gNSC-p191-r2,A man is sneezing. ,1,1,1,1,0
I18U-gNSC-p193-r1,The man is coughing.,1,1,1,1,1
I18U-gNSC-p193-r2,The man is covering his mouth as he coughs.,1,1,1,1,1
I18U-gNSC-p194-r1,The man has a terrible cough.,1,0,1,1,1
I18U-gNSC-p194-r2,The man is using his hand to try to stop his cough from going anywhere.,1,1,1,1,1
I18U-gNSC-p195-r1,A man is hiding a cough with his hand.,1,1,1,1,1
I18U-gNSC-p195-r2,A man is coughing into his hand.,1,1,1,1,1
I18U-gNSC-p196-r1,He was coughing.,1,0,1,1,1
I18U-gNSC-p196-r2,He coughed in his hand,1,0,1,1,1
I18U-gNSC-p197-r1,The man is coughing into his hand.,1,1,1,1,1
I18U-gNSC-p197-r2,The man is covering his cough with his hand.,1,1,1,1,1
I18U-gNSC-p200-r1,The man is coughing. ,1,1,1,1,1
I18U-gNSC-p200-r2,The man is covering his cough. ,1,1,1,1,1
I18U-gNSC-p201-r1,The man has a cough. ,1,0,1,1,1
I18U-gNSC-p201-r2,The man is coughing. ,1,1,1,1,1
I18U-gNSC-p205-r1,A man is coughing.,1,1,1,1,1
I18U-gNSC-p205-r2,There is a coughing man.,1,1,1,1,1
I18U-gNSC-p206-r1,The man has a cough.,1,0,1,1,1
I18U-gNSC-p206-r2,"The man in the red shirt is covering his mouth, while he coughs politely.",1,1,1,1,1
I18U-gNSC-p207-r1,A man is coughing.,1,1,1,1,1
I18U-gNSC-p207-r2,The man is coughing into his balled fist.,1,1,1,1,1
I18U-gNSC-p210-r1,a man is coughing,1,1,1,1,1
I18U-gNSC-p214-r1,The man is coughing,1,1,1,1,1
I18U-gNSC-p214-r2,The man is covering his cough with his fist- but not very well.,1,1,1,1,1
I18U-gNSC-p218-r1,The man is about to sneeze.,1,1,1,1,0
I18U-gNSC-p223-r1,A man is coughing.,1,1,1,1,1
I18U-gNSC-p225-r1,The man in the red t-shirt is sneezing. ,1,1,1,1,0
I18U-gNSC-p227-r1,The man is covering his mouth when he coughs.,1,1,1,1,1
I18U-gNSC-p227-r2,A cough is being covered by the man.,1,1,1,1,1
I18U-gNSC-p228-r1,the man has a cough,1,0,1,1,1
I18U-gNSC-p228-r2,the man is coughing ,1,1,1,1,1
I18U-gNSC-p229-r1,The man is coughing into his hand.,1,1,1,1,1
I18U-gNSC-p232-r1,The man is coughing ,1,1,1,1,1
I18U-gNSC-p238-r1,The man is coughing.,1,1,1,1,1
I18U-gNSC-p238-r2,The man is loudly clearing his throat.,1,1,1,1,1
I18U-gNSC-p240-r1,The man is coughing. ,1,1,1,1,1
I18U-gNSC-p240-r2,The man is coughing due to a cold. ,1,1,1,1,1
I18U-gNSC-p241-r1,A person is coughing.,1,1,1,1,1
I18U-gNSC-p241-r2,A man is coughing into his fist.,1,1,1,1,1
I18U-gNSC-p242-r1,The man is coughing.,1,1,1,1,1
I18U-gNSC-p248-r1,A man is coughing.,1,1,1,1,1
I18U-gNSC-p248-r2,A man is fighting a sneeze.,1,1,1,1,0
I18U-gNSC-p265-r2,Joe is covering his cough.,1,1,1,1,0
I18U-gNSC-p267-r1,A man is coughing.,1,1,1,1,1
I18U-gNSC-p267-r2,A man has a cough. ,1,0,1,1,1
I18U-gNSC-p268-r1,The man is trying to cover his cough.,1,1,1,1,1
I18U-gNSC-p273-r1,An adult is coughing into his hand. ,1,1,1,1,1
I18U-gNSC-p273-r2,An adult is coughing and covering his mouth. How many more examples do you need to see one ends their sentences with a noun? Enough already. ,1,1,1,1,1
I18U-gNSC-p275-r1,The man is coughing.,1,1,1,1,1
I18U-gNSC-p275-r2,A man in a red shirt coughs.,1,0,1,1,1
I18U-gNSC-p279-r1,A man is coughing. ,1,1,1,1,1
I18U-gNSC-p279-r2,This man is covering his mouth while he coughs. ,1,1,1,1,1
I18U-gNSC-p280-r1,A man is covering his mouth while coughing.,1,1,1,1,1
I18U-gNSC-p280-r2,A man is coughing.,1,1,1,1,1
I18U-gNSC-p283-r1,This man is sneezing into his hand,1,1,1,1,0
I18U-gNSC-p287-r2,The blind one armed man in the red shirt is sneezing.,1,1,1,1,0
I18U-gNSC-p288-r1,That man is coughing very loud!,1,1,1,1,1
I18U-gNSC-p292-r1,The man is sneezing.,1,1,1,1,0
I18U-gNSF-p293-r1,The man is coughing.,1,1,1,1,1
I18U-gNSF-p293-r2,He is clearing his throat.,1,1,1,1,1
I18U-gNSF-p299-r1,The man is coughing.,1,1,1,1,1
I18U-gNSF-p301-r1,The man is coughing.,1,1,1,1,1
I18U-gNSF-p302-r1,The man is coughing.,1,1,1,1,1
I18U-gNSF-p302-r2,The man is sneezing.,1,1,1,1,0
I18U-gNSF-p303-r1,The man is coughing.,1,1,1,1,1
I18U-gNSF-p306-r1,A sick man is coughing.,1,1,1,1,0
I18U-gNSF-p306-r2,The man is covering his mouth while he coughs.,1,1,1,1,1
I18U-gNSF-p495-r1,The man is coughing.,1,1,1,1,1
I18U-gNSF-p497-r1,A man is coughing.,1,1,1,1,1
I18U-gNSF-p497-r2,A man is clearing his throat.,1,1,1,1,1
