ResponseID,Response,Core,Answer,Gramm,Interp,Verif
I25U-gNSF-p142-r1,A dog is chasing a cat.,1,1,1,1,1
I25U-gNSF-p142-r2,A cat is running from a dog.,1,1,1,1,1
I25U-gNSF-p145-r1,A dog chases a cat. ,1,0,1,1,1
I25U-gNSF-p145-r2,A cat runs from a dog. ,1,0,1,1,1
I25U-gNSF-p146-r1,A dog is chasing a cat.,1,1,1,1,1
I25U-gNSF-p146-r2,A cat is being chased by a dog.,1,1,1,1,1
I25U-gNSF-p147-r1,The dog is chasing the cat. ,1,1,1,1,1
I25U-gNSF-p147-r2,The cat is running from the dog. ,1,1,1,1,1
I25U-gNSF-p148-r1,The dog is chasing the cat.,1,1,1,1,1
I25U-gNSF-p148-r2,The cat is being chased by the dog.,1,1,1,1,1
I25U-gNSF-p149-r1,"A cat and a dog are flying through the air, having just been launched from a catapult. ",0,1,1,1,0
I25U-gNSF-p149-r2,A dog is chasing a cat. ,1,1,1,1,1
I25U-gNSF-p150-r1,The dog is chasing the cat. ,1,1,1,1,1
I25U-gNSF-p150-r2,The cat is running from the dog. ,1,1,1,1,1
I25U-gNSF-p293-r1,A dog is chasing a cat.,1,1,1,1,1
I25U-gNSF-p293-r2,The dog is running after a cat.,1,1,1,1,1
I25U-gNSF-p299-r1,The dog is chasing the cat.,1,1,1,1,1
I25U-gNSF-p299-r2,The cat is scared.,0,0,1,1,1
I25U-gNSF-p301-r1,The dog is chasing the cat.,1,1,1,1,1
I25U-gNSF-p301-r2,The dog is upholding his responsibility of taking care of the cat even though the cat refuses to stay still.,0,1,1,0,0
I25U-gNSF-p302-r1,The dog is chasing the cat.,1,1,1,1,1
I25U-gNSF-p302-r2,The cat is running away from the dog.,1,1,1,1,1
I25U-gNSF-p303-r1,The dog is chasing the cat.,1,1,1,1,1
I25U-gNSF-p303-r2,The cat is being chased by the dog.,1,1,1,1,1
I25U-gNSF-p306-r1,A dog is chasing a cat. ,1,1,1,1,1
I25U-gNSF-p306-r2,A dog and a cat are jumping through the air.,0,1,1,1,1
I25U-gNSF-p495-r1,The dog is chasing a squirrel.,0,1,1,1,0
I25U-gNSF-p495-r2,The squirrel is running from the dog.,0,1,1,1,0
I25U-gNSF-p496-r1,The dog and cat are being bounced off of a trampoline.,0,1,1,1,0
I25U-gNSF-p496-r2,The flesh hungry dog is desperately chasing the cat.,1,1,1,1,1
I25U-gNSF-p497-r1,A dog is chasing a cat.,1,1,1,1,1
I25U-gNSF-p497-r2,A cat is being chased by a dog.,1,1,1,1,1
