ResponseID,Response,Core,Answer,Gramm,Interp,Verif
I30T-gNSC-p307-r1,The woman is running. ,1,1,1,1,1
I30T-gNSC-p307-r2,The woman is jogging. ,1,1,1,1,1
I30T-gNSC-p308-r1,The woman is jogging.,1,1,1,1,1
I30T-gNSC-p308-r2,The woman is running.,1,1,1,1,1
I30T-gNSC-p309-r1,The woman is jogging.,1,1,1,1,1
I30T-gNSC-p309-r2,The woman in the red shoes is exercising by jogging.,1,0,1,1,1
I30T-gNSC-p310-r1,The woman is running.,1,1,1,1,1
I30T-gNSC-p310-r2,The woman is getting some exercise.,0,1,1,0,1
I30T-gNSC-p313-r1,Running,1,1,1,1,1
I30T-gNSC-p313-r2,exercising ,0,1,1,0,1
I30T-gNSC-p314-r1,Running a marathon ,1,1,1,1,0
I30T-gNSC-p314-r2,Jogging to work,1,1,1,1,0
I30T-gNSC-p315-r1,running,1,1,1,1,1
I30T-gNSC-p315-r2,fittness,0,0,0,0,0
I30T-gNSC-p317-r1,The woman is running.,1,1,1,1,1
I30T-gNSC-p317-r2,The woman is jogging.,1,1,1,1,1
I30T-gNSC-p318-r1,The woman is jogging,1,1,1,1,1
I30T-gNSC-p318-r2,The woman is trying to be healthy,0,1,1,0,1
I30T-gNSC-p319-r1,running ,1,1,1,1,1
I30T-gNSC-p319-r2,jogging,1,1,1,1,1
I30T-gNSC-p320-r1,jogging,1,1,1,1,1
I30T-gNSC-p320-r2,running,1,1,1,1,1
I30T-gNSC-p328-r1,The woman is running. ,1,1,1,1,1
I30T-gNSC-p328-r2,She is going on a run. ,1,1,1,1,1
I30T-gNSC-p329-r1,The woman is exercising ,0,1,1,0,1
I30T-gNSC-p329-r2,The woman is going for a run,1,1,1,1,1
I30T-gNSC-p330-r1,The woman is running.,1,1,1,1,1
I30T-gNSC-p330-r2,The woman is jogging.,1,1,1,1,1
I30T-gNSC-p331-r1,The woman is running.,1,1,1,1,1
I30T-gNSC-p331-r2,She is jogging down the street.,1,1,1,1,1
I30T-gNSC-p332-r1,The woman is jogging.,1,1,1,1,1
I30T-gNSC-p332-r2,The woman is getting in a run.,1,1,1,1,1
I30T-gNSC-p333-r1,Woman is jogging,1,0,0,1,1
I30T-gNSC-p333-r2,Woman is exercising,0,0,0,0,1
I30T-gNSC-p335-r1,The women is jogging.,1,0,0,0,0
I30T-gNSC-p335-r2,The women in the keds is trying to run.,1,0,0,1,0
I30T-gNSC-p339-r1,The woman is running.,1,1,1,1,1
I30T-gNSC-p339-r2,She is exercising.,0,1,1,0,1
I30T-gNSC-p340-r1,Jogging,1,1,1,1,1
I30T-gNSC-p340-r2,Running,1,1,1,1,1
I30T-gNSC-p342-r1,A girl is jogging.,1,0,1,1,1
I30T-gNSC-p342-r2,The girl is running.,1,0,1,1,1
I30T-gNSC-p346-r1,The woman is running.,1,1,1,1,1
I30T-gNSC-p346-r2,"Janet set a New Years resolution to get in shape. By Jan 9th, she was back on the sofa with a box of bon-bons.",0,0,1,0,0
I30T-gNSC-p347-r1,The woman is running.,1,1,1,1,1
I30T-gNSC-p347-r2,The woman is trying to get fit.,0,1,1,1,1
I30T-gNSC-p350-r1,The woman is exercising.,0,1,1,0,1
I30T-gNSC-p350-r2,The woman is running.,1,1,1,1,1
I30T-gNSC-p351-r1,The woman is running. ,1,1,1,1,1
I30T-gNSC-p351-r2,The woman is exercising. ,0,1,1,0,1
I30T-gNSC-p353-r1,This is a long trail to jog!,0,0,1,0,0
I30T-gNSC-p353-r2,These new shoes are comfortably on this trail.,0,0,0,0,0
I30T-gNSC-p354-r1,She's running for health.,1,1,1,1,1
I30T-gNSC-p354-r2,She's late for a date.,0,0,1,0,0
I30T-gNSC-p357-r1,Jogging,1,1,1,1,1
I30T-gNSC-p357-r2,Running,1,1,1,1,1
I30T-gNSC-p360-r1,The woman is jogging ,1,1,1,1,1
I30T-gNSC-p360-r2,The woman is running ,1,1,1,1,1
I30T-gNSC-p361-r1,The woman is running. ,1,1,1,1,1
I30T-gNSC-p361-r2,She is jogging. ,1,1,1,1,1
I30T-gNSC-p362-r1,The girl is jogging.,1,0,1,1,1
I30T-gNSC-p362-r2,The girl is running.,1,0,1,1,1
I30T-gNSC-p369-r1,She is running. ,1,1,1,1,1
I30T-gNSC-p369-r2,She is wearing a red shirt. ,0,1,1,1,1
I30T-gNSC-p372-r1,She is running ,1,1,1,1,1
I30T-gNSC-p372-r2,She is training for a triathlon cause she is trying to prove herself to the world and her feminist group,0,1,1,0,0
I30T-gNSC-p378-r1,aa,0,0,0,0,0
I30T-gNSC-p378-r2,asd,0,0,0,0,0
I30T-gNSC-p381-r1,She is exercising.,0,1,1,0,1
I30T-gNSC-p381-r2,The lady is running.,1,1,1,1,1
I30T-gNSC-p382-r1,The woman is running.,1,1,1,1,1
I30T-gNSC-p382-r2,"She's wondering if anyone thinks her pony tail is sexy. (by the way, it is)",0,1,1,0,0
I30T-gNSC-p384-r1,The woman is running,1,1,1,1,1
I30T-gNSC-p384-r2,The woman is jogging ,1,1,1,1,1
I30T-gNSC-p388-r1,The woman is running.,1,1,1,1,1
I30T-gNSC-p388-r2,The woman is walking.,0,1,1,1,0
I30T-gNSC-p389-r1,Kasey jogs ever day for exercise.,1,0,0,1,0
I30T-gNSC-p389-r2,Exercising makes the day so much better.,0,0,1,0,0
I30T-gNSC-p391-r1,The woman is running,1,1,1,1,1
I30T-gNSC-p391-r2,The woman is running a race,1,1,1,1,1
I30T-gNSC-p392-r1,Running.,1,1,1,1,1
