Source,Response,A1,A2
I01U_Verif,The boy is singing a song.  ,0,1
I01U_Verif,a guy is singing ,0,1
I01U_Verif,This guy is singing ,0,1
I01U_Verif,The boy is singing and dancing. ,0,1
I01U_Verif,The boy is dancing and singing.,0,1
I01U_Verif,The boy is singing,0,1
I01U_Verif,The boy is singing a song and dancing.,0,1
I01U_Verif,A boy is singing and dancing.,0,1
I01U_Verif,The boy is singing and dancing by himself.,0,1
I01U_Verif,The boy is singing and dancing at the same time.,0,1
I01U_Verif,the boy is singing,0,1
I01U_Verif,A boy listens to music and dancing.,0,1
I01U_Verif,He is singing and dancing.,0,1
I01U_Verif,A boy is dancing and singing.,0,1
I01U_Verif,The boy is singing and dancing.,0,1
I01U_Verif,A boy is singing and dancing ,0,1
I01U_Verif,The boy is dancing and singing at the same time.,0,1
I01U_Verif,The boy is singing and dancing.,0,1
I01U_Verif,He is singing and dancing. ,0,1
I01U_Verif,The boy is singing while dancing. ,0,1
I02U_Verif,A toddler is enjoying a slice of pizza,1,0
I02U_Verif,He sure is happy.,1,0
I02U_Verif,child is eating lunch,0,1
I02U_Verif,The boy is eating a pizza because he is hungry.,1,0
I03U_Verif,A seated lady is handing a package to a delivery man who just arrived.,1,0
I03U_Verif,A woman is flirtatiously receiving a package at her job.,1,0
I03U_Verif,delivery,1,0
I03U_Verif,A women is receiving a package. ,0,1
I03U_Verif,The Mailroom man is bringing a package to the secretary,1,0
I03U_Verif,A delivery from a man from a delivery service. ,1,0
I03U_Verif,The poster is giving a box to the woman.,0,1
I03U_Verif,A man is handing a mail box to a woman. ,1,0
I03U_Verif,A lady receiving a package from a staff.,1,0
I03U_Verif,The poster is handing a package to a women who siting behind the desk. ,0,1
I03U_Verif,The woman is receiving a package from staff.,1,0
