Source,Response,A1,A2
I03T_Verif,The man is delivering the package.,1,1
I03T_Verif,The woman is accepting the package delivery.,1,1
I03T_Verif,The man is delivering a package.,1,1
I03T_Verif,T.he man is accepting a package,1,1
I03T_Verif,The man is handing the woman a package.,1,1
I03T_Verif,He is delivering a box.,1,1
I03T_Verif,The man is delivering a package.,1,1
I03T_Verif,The woman is receiving a package.,1,1
I03T_Verif,Bgrdydth,0,0
I03T_Verif,Hfdn  ,0,0
I03T_Verif,The man is delivering the package.,1,1
I03T_Verif,The man is handing over the package. ,1,1
I03T_Verif,He is delivering a package.,1,1
I03T_Verif,He is handing a package to a woman.,1,1
I03T_Verif,The man is delivering a package. ,1,1
I03T_Verif,A man is handing a small brown package to a woman seated at a desk. ,1,1
I03T_Verif,Delivering a package,1,1
I03T_Verif,The man is delivering package  to the woman.,1,1
I03T_Verif,The man is delivering a package.,1,1
I03T_Verif,The woman has handed a package to a man who is picking it up for delivery.,1,1
I03T_Verif,He is Delivering a package,1,1
I03T_Verif,This guy is delivering a package.,1,1
I03T_Verif,That guy is dropping off a package.,1,1
I03T_Verif,woman receiving package,1,1
I03T_Verif,The man is delivering a package to the receptionist.,1,1
I03T_Verif,A young man will mail a package for you.,0,0
I03T_Verif,He is delivering a package,1,1
I03T_Verif,He is delivering a package to the receptionist ,1,1
I03T_Verif,handing the secretary a package,1,1
I03T_Verif,giving woman a package,1,1
I03T_Verif,"she is taking it   lol-god, this is stupid",0,0
I03T_Verif,The man is delivering a package.,1,1
I03T_Verif,The man is handing a package to the secretary.,1,1
I03T_Verif,The man is delivering a package.,1,1
I03T_Verif,The man is picking up a package.,1,1
I03T_Verif,The man is delivering a package to the woman.,1,1
I03T_Verif,He is handing a box to the woman at the desk.,1,1
I03T_Verif,The man is handing her mail. ,1,1
I03T_Verif,The man is giving the woman a piece of mail. ,1,1
I03T_Verif,The man is delivering a package,1,1
I03T_Verif,The man is delivering a package. ,1,1
I03T_Verif,He gave the package to the lady at the desk. ,1,1
I03T_Verif,He is handing the woman a package.,1,1
I03T_Verif,The delivery man hands the lady a box.,1,1
I03T_Verif,The man is delivering a package.,1,1
I03T_Verif,The woman is taking a delivery.,1,1
I03T_Verif,The man is handing a package to the woman,1,1
I03T_Verif,The woman is handing a package to the man,1,1
I03T_Verif,Handing the girl a package.,1,1
I03T_Verif,Taking a package from the girl. ,1,1
I03T_Verif,The man is delivering a package.,1,1
I03T_Verif,The man is a courier.,1,1
I03T_Verif,Delivering his package,1,1
I03T_Verif,Providing the female with a delivery,1,1
I03T_Verif,The man delivers a package.,1,1
I03T_Verif,The man hands a delivery to the woman.,1,1
I03T_Verif,handing over a package,1,1
I03T_Verif,delivering a package,1,1
I03T_Verif,The man is delivering a package.,1,1
I03T_Verif,The man is picking up a package to deliver.,1,1
I03T_Verif,The man is delivering a package.,1,1
I03T_Verif,The delivery man is handing the woman a package.,1,1
I03T_Verif,delivering a package,1,1
I03T_Verif,handing over a package,1,1
I03T_Verif,The man is delivering a package.,1,1
I03T_Verif,He is dropping a package off at its location.,1,1
I03T_Verif,The man is giving a package to the woman.,1,1
I03T_Verif,The man is delivering a package. ,1,1
I03T_Verif,He's giving her a box. ,1,1
I03T_Verif,The delivery man is dropping off a package.,1,1
I03T_Verif,This man is making a special delivery to the office.,1,1
I03T_Verif,DELIVERING A PACKAGE,1,1
I03T_Verif,GIVING HER A PACKAGE,1,1
I03T_Verif,This man is delivering a package.,1,1
I03T_Verif,This man is presenting a package to the woman.,1,1
I03T_Verif,The man is delivering a package.,1,1
I03T_Verif,The man is admiring the woman.,0,0
I03T_Verif,The man is delivering a package to the receptionist of a well known law office.,0,0
I03T_Verif,The man is delivering a package to a woman.,1,1
I03T_Verif,THE DELIVERY MAN IS GIVING THE LADY A PACKAGE.,1,1
I03T_Verif,The secretary is receiving a pakage.,1,1
I03T_Verif,The man is delivering a package.,1,1
I03T_Verif,The delivery man is handing a package to the lady.,1,1
I03T_Verif,he's delivering a package.,1,1
I03T_Verif,The man is handing a package to the young lady.,1,1
I03T_Verif,delivering drugs,0,0
I03T_Verif,dropping off sexual gadgets.,0,0
I03T_Verif,The man is delivering a package to the woman.,1,1
I03T_Verif,He is delivering a box.,1,1
I03T_Verif,Delivering package,1,1
I03T_Verif,To da gril,0,0
I03T_Verif,The man is delivering a package.,1,1
I03T_Verif,The woman is taking a package from the man.,1,1
I03T_Verif,The man is giving and delivering a box to the lady. ,1,1
I03T_Verif,The man is giving and delivering a box to the lady. ,1,1
I03T_Verif,He's delivering a package.   ,1,1
I03T_Verif,He's picking up a package. ,1,1
I03T_Verif,gift,0,0
I03T_Verif,eat,0,0
I03T_Verif,The delivery man has arrived.,1,1
I03T_Verif,A man delivered your package.,0,0
I03T_Verif,The man is delivering a package.,1,1
I03T_Verif,The man is picking up a package.,1,1
I03T_Verif,delivery man is delivering a package,1,1
I03T_Verif,the receptionist is receiving a package,1,1
I03T_Verif,The man is delivering a package.,1,1
I03T_Verif,The man is flirting with the woman.,0,0
I03T_Verif,Taking a package from the woman,1,1
I03T_Verif,Delivering a package to the woman,1,1
I03T_Verif,Handing the lady a package ,1,1
I03T_Verif,Delivering a package ,1,1
I03T_Verif,The is returning a package.,0,0
I03T_Verif,The man is delivering a package.,1,1
I03T_Verif,Delivering a box ,1,1
I03T_Verif,To a women ,0,0
I03T_Verif,The man appears to be in the process of handing a package to a lady behind a desk,1,1
I03T_Verif,The man appears to be delivering a package,1,1
I03T_Verif,The man is delivering package.,1,1
I03T_Verif,The man is giving the package to the woman.,1,1
I03T_Verif,The man is delivering a package.,1,1
I03T_Verif,The man is giving a package to a woman.,1,1
I03T_Verif,The man is delivering a package,1,1
I03T_Verif,The man is giving the box to the woman.,1,1
I03T_Verif,The man is delivering the package to the woman.,1,1
I03T_Verif,The man delivered one package to one female staff. ,1,1
I03T_Verif,The man is giving a delivery to a woman.,1,1
I03T_Verif,The man is passing the package to the lady.,1,1
I03T_Verif,A package is delivered,1,1
I03T_Verif,The man is handling a mailbox to the woman,0,0
I03T_Verif,He is giving the package to the woman.,1,1
I03T_Verif,A man is passing a box to a young lady.,1,1
I03T_Verif,The man is helping the girl to pick up her package.,0,0
I03T_Verif,The man is delivering a package to the woman.,1,1
I03T_Verif,The postman is giving a package to the lady.,1,1
I03T_Verif,His is handing the woman a package.,1,1
I03T_Verif,The man give a gift to female ,0,0
I03T_Verif,He is sending the gift for the women.,0,0
I03T_Verif,The officer is receiving the package from the postman.,0,0
I03T_Verif,The man is giving the package to the female officer.,0,0
I03T_Verif,The man is giving the package to the woman.,1,1
