Source,Response,A1,A2
I28T_Gramm,Giving directions to woman,1,0
I28T_Gramm,He is showing the tourist direction.,0,1
I28T_Gramm,The man is point in the direction the woman needs to go.,1,0
I28T_Gramm,The man it pointing out the location from the map.,0,1
I28T_Gramm,The man is showing which direction to go.,1,0
I28T_Gramm,The man is giving ditections,0,1
I28T_Gramm,The man is giving direction. ,0,1
I28T_Gramm,The man is helping a visiter to find her way. ,0,1
I28T_Gramm,The man is telling the girl the how to achieve her destination.,0,1
I28T_Gramm,The man is leading the girl a right way to the destination,0,1
I28T_Gramm,He is telling the direction that the woman need to follow.,0,1
I28T_Gramm,A girl is asking for help to the man.,0,1
I28T_Gramm,The man is pointing the direction for a woman.,0,1
I28T_Gramm,The man is guiding the woman about the direction.,0,1
I28T_Gramm,He is telling the women which way she should go.,1,0
I28T_Gramm,The man is giving direction to the tourist ,0,1
I28T_Gramm,The man is telling the directions for the girl.,0,1
I29T_Gramm,"I love hugs, Ruff, Ruff.",1,0
I29T_Gramm,Boy you feel furry.,1,0
I29T_Gramm,Woman is cuddling her puppy,1,0
I29T_Gramm,She is squeezing her pup in love.,1,0
I29T_Gramm,Woman holds a cat ,0,1
I30T_Gramm,Kasey jogs ever day for exercise.,0,1
I30T_Gramm,These new shoes are comfortably on this trail.,0,1
I30T_Gramm,The women is jogging.,0,1
I30T_Gramm,The woman in the red shoes is exercising by jogging.,1,0
I30T_Gramm,The woman is judging.,1,0
