Source,Response,A1,A2
I01U_Verif,the boy is dancing to the music,1,1
I01U_Verif,the music is making the boy want to dance,1,1
I01U_Verif,a young male is dancing,1,1
I01U_Verif,a boy is moving to music,1,1
I01U_Verif,the boy is dancing,1,1
I01U_Verif,the boy likes music,1,1
I01U_Verif,the boy is listening to music,1,1
I01U_Verif,a guy is dancing,1,1
I01U_Verif,the young boy is dancing to music,1,1
I01U_Verif,the music makes the young boy smile,1,1
I01U_Verif,a boy is dancing to music,1,1
I01U_Verif,the music makes the boy dance,1,1
I01U_Verif,an adolescent is dancing merrily to some music,1,1
I01U_Verif,the music is stirring up the man's exhilaration to exercise to the rhythm,0,0
I01U_Verif,the boy is dancing to music,1,1
I01U_Verif,music fills the air and makes the boy happy,1,1
I01U_Verif,the teen is dancing to music,1,1
I01U_Verif,the boy is happy,1,1
I01U_Verif,the boy is being attacked by music notes,0,0
I01U_Verif,dancing with a boy,0,0
I01U_Verif,stoner,0,0
I01U_Verif,music is playing,1,1
I01U_Verif,"while music plays, the boy dances",1,1
I01U_Verif,this boy dances to music,1,1
I01U_Verif,the music inspires this boy to dance,1,1
I01U_Verif,music moves a young man's feet,1,1
I01U_Verif,"while listening to music, a boy is moving to the beat",1,1
I01U_Verif,music is inspiring a boy to move,1,1
I01U_Verif,the boy is jamming to some music,1,1
I01U_Verif,the boy is dancing like no one is watching,1,1
I01U_Verif,a young man in dancing,1,1
I01U_Verif,the young man dances,1,1
I01U_Verif,music is playing and a boy is dancing,1,1
I01U_Verif,a boy is dancing to some music,1,1
I01U_Verif,the music is causing the boy to dance,1,1
I01U_Verif,a boy is enjoying music,1,1
I01U_Verif,the guy is dancing to music,1,1
I01U_Verif,he is doing a happy dance to the music,1,1
I01U_Verif,a little boy is dancing to some music he enjoys,1,1
I01U_Verif,the little boy is dancing to enjoyable music and is having fun,1,1
I01U_Verif,he is dancing,1,1
I01U_Verif,having a great time,1,1
I01U_Verif,a teenager is rocking out,1,1
I01U_Verif,young man is dancing to music,1,1
I01U_Verif,music is playing and a man is dancing,1,1
I01U_Verif,there is music playing and the boy is dancing to it,1,1
I01U_Verif,a boy is listening and dancing to music,1,1
