Source,Response,A1,A2
I03T_Interp,the man is delivering the package,1,1
I03T_Interp,the man is delivering a package,1,1
I03T_Interp,t.he man is accepting a package,0,0
I03T_Interp,the man is handing the woman a package,1,1
I03T_Interp,he is delivering a box,1,1
I03T_Interp,the woman is receiving a package,1,1
I03T_Interp,bgrdydth,0,0
I03T_Interp,hfdn,0,0
I03T_Interp,he is delivering a package,1,1
I03T_Interp,he is handing a package to a woman,1,1
I03T_Interp,a man is handing a small brown package to a woman seated at a desk,1,1
I03T_Interp,delivering a package,1,1
I03T_Interp,the man is delivering package to the woman,1,1
I03T_Interp,the woman has handed a package to a man who is picking it up for delivery,1,1
I03T_Interp,he is delivering a package to what appears to be an office recptionist,1,1
I03T_Interp,this guy is delivering a package,1,1
I03T_Interp,that guy is dropping off a package,1,1
I03T_Interp,woman receiving package,1,1
I03T_Interp,the man is delivering a package to the receptionist,1,1
I03T_Interp,the receptionist is accepting a delivery from the man,1,1
I03T_Interp,this man is going to mail a package,1,1
I03T_Interp,a young man will mail a package for you,0,0
I03T_Interp,giving a package to an admin,1,1
I03T_Interp,the man is working,0,0
I03T_Interp,he is delivering a package to the receptionist,1,1
I03T_Interp,handing the secretary a package,1,1
I03T_Interp,receiving a package from the secretary,1,1
I03T_Interp,giving woman a package,1,1
I03T_Interp,"she is taking it lol-god, this is stupid",0,0
I03T_Interp,the man is handing a package to the secretary,1,1
I03T_Interp,the man is picking up a package,1,1
I03T_Interp,the man is delivering a package to the woman,1,1
I03T_Interp,he is handing a box to the woman at the desk,1,1
I03T_Interp,the man is handing her mail,1,1
I03T_Interp,the man is giving the woman a piece of mail,1,1
I03T_Interp,the is delivering,0,0
I03T_Interp,he gave the package to the lady at the desk,1,1
I03T_Interp,he is handing the woman a package,1,1
I03T_Interp,the delivery man hands the lady a box,1,1
I03T_Interp,the woman is taking a delivery,1,1
I03T_Interp,the man is handing a package to the woman,1,1
I03T_Interp,the woman is handing a package to the man,1,1
I03T_Interp,handing the girl a package,1,1
I03T_Interp,taking a package from the girl,1,1
I03T_Interp,the man is a courier,1,1
I03T_Interp,delivering his package,1,1
I03T_Interp,providing the female with a delivery,1,1
I03T_Interp,the man delivers a package,1,1
I03T_Interp,the man hands a delivery to the woman,1,1
I03T_Interp,handing over a package,1,1
I03T_Interp,the man is picking up a package to deliver,1,1
I03T_Interp,the delivery man is handing the woman a package,1,1
I03T_Interp,he is dropping a package off at its location,1,1
I03T_Interp,the man is giving a package to the woman,1,1
I03T_Interp,the man is delivering a package to a company,1,1
I03T_Interp,he's giving her a box,1,1
I03T_Interp,the delivery man is dropping off a package,1,1
I03T_Interp,this man is making a special delivery to the office,1,1
I03T_Interp,giving her a package,1,1
I03T_Interp,this man is delivering a package,1,1
I03T_Interp,this man is presenting a package to the woman,1,1
I03T_Interp,the man is admiring the woman,1,1
I03T_Interp,the man is delivering a package to the receptionist of a well known law office,1,1
I03T_Interp,the man is delivering a package to a woman,1,1
I03T_Interp,the delivery man is giving the lady a package,1,1
I03T_Interp,the secretary is receiving a pakage,1,1
I03T_Interp,the delivery man is handing a package to the lady,1,1
I03T_Interp,he's delivering a package,1,1
I03T_Interp,the man is handing a package to the young lady,1,1
I03T_Interp,delivering drugs,1,1
I03T_Interp,dropping off sexual gadgets,1,1
I03T_Interp,delivering package,1,1
I03T_Interp,to da gril,0,0
I03T_Interp,the woman is taking a package from the man,1,1
I03T_Interp,the man is giving and delivering a box to the lady,1,1
I03T_Interp,he's picking up a package,1,1
I03T_Interp,gift,0,0
I03T_Interp,eat,0,0
I03T_Interp,the delivery man has arrived,1,1
I03T_Interp,a man delivered your package,0,0
I03T_Interp,delivery man is delivering a package,1,1
I03T_Interp,the receptionist is receiving a package,1,1
I03T_Interp,the man is flirting with the woman,1,1
I03T_Interp,taking a package from the woman,1,1
I03T_Interp,delivering a package to the woman,1,1
I03T_Interp,handing the lady a package,1,1
I03T_Interp,the is returning a package,0,0
I03T_Interp,delivering a box,1,1
I03T_Interp,to a women,0,0
I03T_Interp,the man appears to be in the process of handing a package to a lady behind a desk,1,1
I03T_Interp,the man appears to be delivering a package,1,1
I03T_Interp,the man is delivering package,1,1
I03T_Interp,the man is giving the package to the woman,1,1
I03T_Interp,the man is giving a package to a woman,1,1
I03T_Interp,the man is giving the box to the woman,1,1
I03T_Interp,the man is handing a package to a front desk lady,1,1
I03T_Interp,the man is delivering the package to the woman,1,1
I03T_Interp,the man delivered one package to one female staff,1,1
I03T_Interp,the man is giving a delivery to a woman,1,1
I03T_Interp,the man is passing the package to the lady,1,1
I03T_Interp,a package is delivered,0,0
I03T_Interp,sending package to a woman,0,0
I03T_Interp,he is giving the package to the woman,1,1
I03T_Interp,a man is passing a box to a young lady,1,1
I03T_Interp,the man is helping the girl to pick up her package,1,1
I03T_Interp,the postman is giving a package to the lady,1,1
I03T_Interp,his is handing the woman a package,1,1
I03T_Interp,the man give a gift to female,1,1
I03T_Interp,he is sending the gift for the women,0,0
I03T_Interp,the officer is receiving the package from the postman,1,1
I03T_Interp,the man is giving the package to the female officer,1,1
I03T_Interp,the man is delivering,0,0
I03T_Interp,the man is passing a package to the woman,1,1
I03T_Interp,the man is handing a box to the lady,1,1
I03T_Interp,he is sending a package,1,1
