Source,Response,A1,A2
I01T_Answer,The boy is really enjoying the party!,1,0
I01T_Answer,He is a dancing machine. ,1,0
I01U_Answer,music playing,0,1
I02T_Answer,He is about to eat a slice of pizza,1,0
I02T_Answer,The boy is looking forward to enjoying pizza,1,0
I02T_Answer,Enjoying it,1,0
I02U_Answer,A lad is ready to take a bite of a slice of pizza.,1,0
I02U_Answer,The child is going to bite the pizza.,1,0
I02U_Answer,A slice of pizza is about to have a bite taken by a boy.,1,0
I02U_Answer,A child is about to enjoy a slice of pizza ,1,0
I02U_Answer,This little boy is about to enjoy a slice of pizza.,1,0
I02U_Answer,Pizza is making this young man happy. ,1,0
I02U_Answer,The boy is excited about the pizza he is about to eat.,1,0
I02U_Answer,The slice of pizza is about to enter the boy's mouth.,1,0
I03T_Answer,The woman is accepting the package delivery.,1,0
