Source,Response,A1,A2
I01U_Verif,the boy is singing a song,0,1
I01U_Verif,a guy is singing,0,1
I01U_Verif,the music is stirring up the man's exhilaration to exercise to the rhythm,1,0
I01U_Verif,having a great time,0,1
I01U_Verif,music playing,0,1
I01U_Verif,happy boy,0,1
I01U_Verif,a riling beat is moving a man to dance,1,0
I01U_Verif,this guy is singing,0,1
I01U_Verif,dancing well,0,1
I01U_Verif,"a boy is enjoying loud music, dancing and enjoying life",1,0
I01U_Verif,singing,0,1
I01U_Verif,the boy is singing and dancing,0,1
I01U_Verif,the boy is dancing on music,0,1
I01U_Verif,the boy is dancing and singing,0,1
I01U_Verif,the boy is singing,0,1
I01U_Verif,the boy is singing a song and dancing,0,1
I01U_Verif,a boy is singing and dancing,0,1
I01U_Verif,the boy is singing and dancing by himself,0,1
I01U_Verif,the boy is singing and dancing at the same time,0,1
I01U_Verif,a boy listens to music and dancing,0,1
I01U_Verif,the boy who in blue is dancing,1,0
I01U_Verif,he is singing and dancing,0,1
I01U_Verif,a boy is dancing and singing,0,1
I01U_Verif,the boy is dancing and singing at the same time,0,1
I01U_Verif,the boring is dancing while listening to music,0,1
I01U_Verif,the boy is singing while dancing,0,1
I02U_Verif,a toddler is enjoying a slice of pizza,1,0
I02U_Verif,he is hungry for pizza,1,0
I02U_Verif,at lunch time the boy ate a slice of pizza,0,1
I02U_Verif,the child is hungry,1,0
I02U_Verif,he sure is happy,1,0
I02U_Verif,eating,0,1
I02U_Verif,having pizza,1,0
I02U_Verif,child is eating lunch,0,1
I02U_Verif,the boy is hungry,1,0
I02U_Verif,a lovely boy eats a pizza,1,0
I02U_Verif,a boy is going to eat a big pizza,1,0
I02U_Verif,the boy is eating a pizza because he is hungry,1,0
I02U_Verif,the boy is hungry and eat a piece of pizza,1,0
I02U_Verif,he is eating lunch,0,1
I02U_Verif,"the boy is about to taste a nice, hot pizza",1,0
I03U_Verif,the woman is the recipient of ta parcel conveyed by the mailman,1,0
I03U_Verif,the delivery man gives a package to the receptionist,1,0
I03U_Verif,the man is looking over the head of the woman while delivering the package,1,0
I03U_Verif,a seated lady is handing a package to a delivery man who just arrived,1,0
I03U_Verif,the delivery man is giving the receptionist a package,1,0
I03U_Verif,delivering mail package,1,0
I03U_Verif,a woman is flirtatiously receiving a package at her job,1,0
I03U_Verif,a receptionist is receiving a delivery package,1,0
I03U_Verif,"a receptionist, behind a desk in an office, is receiving a package delivered by a messenger",1,0
I03U_Verif,delivery,1,0
I03U_Verif,a women is receiving a package,0,1
I03U_Verif,a small package delivery associate is delivering a package,1,0
I03U_Verif,the mailroom man is bringing a package to the secretary,1,0
I03U_Verif,the secretary is receiving a package from a man,1,0
I03U_Verif,a delivery from a man from a delivery service,1,0
I03U_Verif,the female clerk is getting a box from a express worker,1,0
I03U_Verif,a woman is accepting a gift from a man,1,0
I03U_Verif,the poster is giving a box to the woman,0,1
I03U_Verif,a man is handing a mail box to a woman,1,0
I03U_Verif,the deliver gives a box to a woman,0,1
I03U_Verif,the man is sending the package to the woman,0,1
I03U_Verif,the post-man is delivering a package to the woman in the front office,1,0
I03U_Verif,a lady receiving a package from a staff,1,0
I03U_Verif,a postman is sending a package to a woman,0,1
I03U_Verif,the poster is handing a package to a women who siting behind the desk,0,1
I03U_Verif,the transporter is pass the package to the woman,1,0
I03U_Verif,the woman is receiving a package from staff,1,0
I03U_Verif,the receptionist is receiving the package,1,0
I03U_Verif,the man is delivering a package to the woman at her office,1,0
