Source,Response,A1,A2
I02U_Answer,the boy is eating pizza,1,1
I02U_Answer,pizza is being eating by the boy,1,1
I02U_Answer,a child is eating a slice of pizza,1,1
I02U_Answer,a young boy is eating pizza,1,1
I02U_Answer,the boy likes pizza,0,0
I02U_Answer,the boy is eating a piece of pizza,1,1
I02U_Answer,the boy is excited about the size of the pizza,0,0
I02U_Answer,a boy is eating pizza,1,1
I02U_Answer,a boy is smiling,1,1
I02U_Answer,the boy can not wait to eat pizza,0,0
I02U_Answer,pizza makes the boy happy,0,0
I02U_Answer,timmy is eating pizza,1,1
I02U_Answer,the pizza is eaten by timmy,0,0
I02U_Answer,the child is pausing ere he eats the (pizza) pie realizing it needs a condiment to taste even more toothsome,1,1
I02U_Answer,the boy eats are large piece of pizza,0,0
I02U_Answer,a young boy has a big appetite,0,0
I02U_Answer,the child is eating pizza,1,1
I02U_Answer,this boy is happily eating,1,1
I02U_Answer,the boy is eating a slice of pizza,1,1
I02U_Answer,the boy is about to partake of a slice of pizza,1,1
I02U_Answer,that boy is about to eat the pizza,1,1
I02U_Answer,a boy is eating a slice of pizza,1,1
I02U_Answer,a slice of pizza is being eaten by a boy,1,1
I02U_Answer,this boy is about to eat a slice of pizza,1,1
I02U_Answer,this pizza slice will soon disappear,0,0
I02U_Answer,a youngster anticipates the taste of pizza,0,0
I02U_Answer,a boy is about to bite a piece of pizza,1,1
I02U_Answer,"eager with anticipation born from scheduled pizza on the menu, a boy is salivating to begin eating",1,1
I02U_Answer,a boy is enjoying a slice of pizza,1,1
I02U_Answer,a piece of pizza is being eaten by a boy,1,1
I02U_Answer,the boy is chowing down,1,1
I02U_Answer,the boy eats pizza,0,0
I02U_Answer,the boy in the picture is enjoying a slice of pizza,1,1
I02U_Answer,the little boy is eating a slice of pizza,1,1
I02U_Answer,a slice of pizza is being eaten by a little boy,1,1
I02U_Answer,a child is about to eat a piece of pizza,1,1
I02U_Answer,he loves eating pizza,0,0
I02U_Answer,most kids like to eat pizza,0,0
I02U_Answer,the boy's eating his favorite food,1,1
I02U_Answer,the little boy decided to eat pizza for lunch,0,0
I02U_Answer,the boy enjoys pizza,0,0
I02U_Answer,eating pizza,0,0
I02U_Answer,thoroughly enjoying this,0,0
I02U_Answer,a blonde boy with freckles is eating a slice of pizza,1,1
I02U_Answer,the freckled boy is excited to taste this slice of pizza,1,1
I02U_Answer,boy is eating pizza,1,1
I02U_Answer,pizza is being eaten by a young boy,1,1
I02U_Answer,the pizza is being eaten by a boy,1,1
I02U_Answer,a boy is about to enjoy eating a slice of pizza,1,1
I02U_Answer,little boy,0,0
I02U_Answer,the boy eats the pizza,0,0
