Source,Response,A1,A2
I01U_Answer,music playing,0,1
I01U_Core,The music is making the boy want to dance,1,0
I01U_Core,The music is making the boy want to dance.,1,0
I01U_Core,A teenager is rocking out.,0,1
I01U_Core,A boy listens to music and dancing.,0,1
I01U_Core,The boy is enjoying music and is trying to keep beat to the music.,1,0
I01U_Gramm,A boy is dancing along the music.,0,1
I01U_Gramm,"The man is singing and dancing, because he is happy. ",1,0
I01U_Interp,The boy is being attacked by music notes.,0,1
I01U_Interp,Music makes the kid happy.,1,0
I01U_Interp,The boy is having fun listening to music.,1,0
I01U_Verif,The boy is singing a song.  ,0,1
I01U_Verif,a guy is singing ,0,1
I01U_Verif,This guy is singing ,0,1
I01U_Verif,The boy is singing and dancing. ,0,1
I01U_Verif,The boy is dancing and singing.,0,1
I01U_Verif,The boy is singing,0,1
I01U_Verif,The boy is singing a song and dancing.,0,1
I01U_Verif,A boy is singing and dancing.,0,1
I01U_Verif,The boy is singing and dancing by himself.,0,1
I01U_Verif,The boy is singing and dancing at the same time.,0,1
I01U_Verif,the boy is singing,0,1
I01U_Verif,A boy listens to music and dancing.,0,1
I01U_Verif,He is singing and dancing.,0,1
I01U_Verif,A boy is dancing and singing.,0,1
I01U_Verif,The boy is singing and dancing.,0,1
I01U_Verif,A boy is singing and dancing ,0,1
I01U_Verif,The boy is dancing and singing at the same time.,0,1
I01U_Verif,The boy is singing and dancing.,0,1
I01U_Verif,He is singing and dancing. ,0,1
I01U_Verif,The boy is singing while dancing. ,0,1
I02U_Answer,A lad is ready to take a bite of a slice of pizza.,1,0
I02U_Answer,The child is going to bite the pizza.,1,0
I02U_Answer,A slice of pizza is about to have a bite taken by a boy.,1,0
I02U_Answer,A child is about to enjoy a slice of pizza ,1,0
I02U_Answer,This little boy is about to enjoy a slice of pizza.,1,0
I02U_Answer,Pizza is making this young man happy. ,1,0
I02U_Answer,The boy is excited about the pizza he is about to eat.,1,0
I02U_Answer,The slice of pizza is about to enter the boy's mouth.,1,0
I02U_Gramm,A boy is starting to eat s slice of pizza ,0,1
I02U_Interp,He is hungry for pizza.,1,0
I02U_Verif,A toddler is enjoying a slice of pizza,1,0
I02U_Verif,He sure is happy.,1,0
I02U_Verif,child is eating lunch,0,1
I02U_Verif,The boy is eating a pizza because he is hungry.,1,0
I03U_Core,A delivery from a man from a delivery service. ,1,0
I03U_Gramm,The mailman is giving a mailbox. ,0,1
I03U_Gramm,The delivery man is falling love with the girl while delivering.,0,1
I03U_Gramm,The poster is giving a box to the woman.,0,1
I03U_Interp,"The finance is gifting a box to his wife-to-be on their anniversary, for it is a token of his passion. ",0,1
I03U_Interp,The delivery service drops off a package to its destination.,0,1
I03U_Interp,The delivery man is falling love with the girl while delivering.,0,1
I03U_Verif,A seated lady is handing a package to a delivery man who just arrived.,1,0
I03U_Verif,A woman is flirtatiously receiving a package at her job.,1,0
I03U_Verif,delivery,1,0
I03U_Verif,A women is receiving a package. ,0,1
I03U_Verif,The Mailroom man is bringing a package to the secretary,1,0
I03U_Verif,A delivery from a man from a delivery service. ,1,0
I03U_Verif,The poster is giving a box to the woman.,0,1
I03U_Verif,A man is handing a mail box to a woman. ,1,0
I03U_Verif,A lady receiving a package from a staff.,1,0
I03U_Verif,The poster is handing a package to a women who siting behind the desk. ,0,1
I03U_Verif,The woman is receiving a package from staff.,1,0
