Source,Response,A1,A2
I02U_Gramm,The boy is eating pizza,1,1
I02U_Gramm,Pizza is being eating by the boy,0,0
I02U_Gramm,A child is eating a slice of pizza,1,1
I02U_Gramm,A young boy is eating pizza,1,1
I02U_Gramm,The boy is eating pizza.,1,1
I02U_Gramm,The boy likes pizza.,1,1
I02U_Gramm,The boy is eating a piece of pizza. ,1,1
I02U_Gramm,The boy is excited about the size of the pizza. ,1,1
I02U_Gramm,a boy is eating pizza ,1,1
I02U_Gramm,a boy is smiling ,1,1
I02U_Gramm,The boy can not wait to eat pizza.,1,1
I02U_Gramm,Pizza makes the boy happy.,1,1
I02U_Gramm,Timmy is eating pizza.,1,1
I02U_Gramm,The pizza is eaten by Timmy.,1,1
I02U_Gramm,A lad is ready to take a bite of a slice of pizza.,1,1
I02U_Gramm,The child is pausing ere he eats the (pizza) pie realizing it needs a condiment to taste even more toothsome.,1,1
I02U_Gramm,The boy eats are large piece of pizza.,0,0
I02U_Gramm,A young boy has a big appetite.,1,1
I02U_Gramm,The child is eating pizza. ,1,1
I02U_Gramm,This boy is happily eating. ,1,1
I02U_Gramm,The boy is eating a slice of pizza.,1,1
I02U_Gramm,The Boy is about to partake of a slice of pizza.,1,1
I02U_Gramm,A boy is eating pizza.,1,1
I02U_Gramm,That boy is about to eat the pizza.,1,1
I02U_Gramm,A boy is eating a slice of pizza. ,1,1
I02U_Gramm,A slice of pizza is being eaten by a boy. ,1,1
I02U_Gramm,This boy is about to eat a slice of pizza.,1,1
I02U_Gramm,This pizza slice will soon disappear.,1,1
I02U_Gramm,The boy is eating pizza.,1,1
I02U_Gramm,A youngster anticipates the taste of pizza.,1,1
I02U_Gramm,A boy is about to bite a piece of pizza.,1,1
I02U_Gramm,"Eager with anticipation born from scheduled pizza on the menu, a boy is salivating to begin eating.",1,1
I02U_Gramm,A boy is enjoying a slice of pizza.,1,1
I02U_Gramm,A piece of pizza is being eaten by a boy.,1,1
I02U_Gramm,The boy is eating pizza.,1,1
I02U_Gramm,The boy is chowing down. ,1,1
I02U_Gramm,The boy is eating pizza.,1,1
I02U_Gramm,The boy eats pizza.,1,1
I02U_Gramm,A boy is eating pizza.,1,1
I02U_Gramm,The boy in the picture is enjoying a slice of pizza. ,1,1
I02U_Gramm,The little boy is eating a slice of pizza.,1,1
I02U_Gramm,A slice of pizza is being eaten by a little boy.,1,1
I02U_Gramm,A child is about to eat a piece of pizza.,1,1
I02U_Gramm,A boy is eating pizza.,1,1
I02U_Gramm,He loves eating pizza.,1,1
I02U_Gramm,Most kids like to eat pizza.,1,1
I02U_Gramm,The boy's eating his favorite food. ,1,1
I02U_Gramm,The little boy decided to eat pizza for lunch. ,1,1
I02U_Gramm,The boy is eating pizza.,1,1
I02U_Gramm,The boy enjoys pizza.,1,1
I02U_Gramm,eating pizza,1,1
I02U_Gramm,thoroughly enjoying this,0,0
I02U_Gramm,A blonde boy with freckles is eating a slice of pizza.,1,1
I02U_Gramm,The freckled boy is excited to taste this slice of pizza.,1,1
I02U_Gramm,Boy is eating pizza.,0,0
I02U_Gramm,Pizza is being eaten by a young boy.,1,1
I02U_Gramm,The boy is eating pizza.,1,1
I02U_Gramm,The pizza is being eaten by a boy.,1,1
I02U_Gramm,A boy is eating a slice of pizza.,1,1
I02U_Gramm,A boy is about to enjoy eating a slice of pizza.,1,1
I02U_Gramm,little boy,0,0
I02U_Gramm,eating pizza,1,1
I02U_Gramm,the boy eats the pizza.,1,1
I02U_Gramm,The pizza is eaten by the boy.,1,1
I02U_Gramm,The boy is eating pizza.,1,1
I02U_Gramm,The child is going to bite the pizza.,1,1
I02U_Gramm,Littler. It eating pizza ,0,0
I02U_Gramm,Guy eating pizza ,0,0
I02U_Gramm,A little boy is joyously eating a slice of pizza.,1,1
I02U_Gramm,A slice of pizza is about to be eaten by a little boy.,1,1
I02U_Gramm,A boy is eating pizza.,1,1
I02U_Gramm,A boy was given pizza to eat.,1,1
I02U_Gramm,A toddler is enjoying a slice of pizza,1,1
I02U_Gramm,A boy is eating a slice of pizza.,1,1
I02U_Gramm,A boy is about to bite into a slice of pizza.,1,1
I02U_Gramm,A boy is eating a slice of pizza.,1,1
I02U_Gramm,A young boy wearing tennis shoes is eating pizza.,1,1
I02U_Gramm,A child is eating pizza.,1,1
I02U_Gramm,Pizza is being eaten by a child.,1,1
I02U_Gramm,The boy eats pizza,1,1
I02U_Gramm,Pepperoni pizza makes the boy smile,1,1
I02U_Gramm,Child is eating pizza ,0,0
I02U_Gramm,Pizza is what the child is eating,1,1
I02U_Gramm,The kid eats pizza.,1,1
I02U_Gramm,A boy is taking a bite of pizza.,1,1
I02U_Gramm,The happy boy is going to take a bite of pizza.,1,1
I02U_Gramm,A slice of pizza is going to be a meal for a boy.,1,1
I02U_Gramm,He is hungry for pizza.,1,1
I02U_Gramm,At lunch time the boy ate a slice of pizza.,1,1
I02U_Gramm,A young boy is eating pizza.,1,1
I02U_Gramm,A slice of pizza is being eaten by a boy.,1,1
I02U_Gramm,This eating pizza,0,0
I02U_Gramm,This  guy having a pizza,0,0
I02U_Gramm,The child is hungry ,1,1
I02U_Gramm,The child is about to eat a piece of pizza,1,1
I02U_Gramm,A boy is eating pizza. ,1,1
I02U_Gramm,Pizza is being eaten by a boy. ,1,1
I02U_Gramm,A little boy is about to bite a slice of pizza.,1,1
I02U_Gramm,A slice of pizza is about to have a bite taken by a boy.,1,1
I02U_Gramm,THE BOY IS EATING PIZZA.,1,1
I02U_Gramm,THE BOYS TAKE A BITE OUT OF THE PIZZA.,1,1
I02U_Gramm,A child is eating pizza,1,1
I02U_Gramm,A kid is eating a slice of pizza,1,1
I02U_Gramm,The boy is eating pizza,1,1
I02U_Gramm,The boy is about to take a big bite out of the pizza,1,1
I02U_Gramm,A young boy is about to bite into a pizza.,1,1
I02U_Gramm,A freckled child is eating a pizza.,1,1
I02U_Gramm,A kid is just about to eat some pizza.,1,1
I02U_Gramm,He sure is happy.,1,1
I02U_Gramm,The boy is eating pizza.,1,1
I02U_Gramm,Pizza is this boy's favorite food.,1,1
I02U_Gramm,THE BOY IS EATING PIZZA.,1,1
I02U_Gramm,THE BOY LOVES PIZZA.,1,1
I02U_Gramm,This boy is enjoying a slice of pizza.,1,1
I02U_Gramm,A boy eats pizza.,1,1
I02U_Gramm,Boy eating pizza,0,0
I02U_Gramm,Pizza eaten by a boy,0,0
I02U_Gramm,Crosby can't wait to take a bite of the pizza.,1,1
I02U_Gramm,Timmy LOVES pizza.,1,1
I02U_Gramm,eating pizza,1,1
I02U_Gramm,eating pizza happily,1,1
I02U_Gramm,a child is eating a slice of pepperoni pizza.,1,1
I02U_Gramm,A small boy is happily munching on a slice of pepperoni pie.,1,1
I02U_Gramm,The boy is eating pizza.,1,1
I02U_Gramm,A slice of pizza is being eaten.,1,1
I02U_Gramm,eating,1,1
I02U_Gramm,pizza,0,0
I02U_Gramm,KID IS EATING PIZZA.,0,0
I02U_Gramm,HE IS EATING A SLICE OF PIZZA. ,1,1
I02U_Gramm,A little boy is eating a slice of pizza,1,1
I02U_Gramm,A child is about to eat a piece of pizza,1,1
I02U_Gramm,A child is about to enjoy a slice of pizza ,1,1
I02U_Gramm,A child is happy about eating his favorite food. ,1,1
I02U_Gramm,This little kid is enjoying a pizza.,1,1
I02U_Gramm,This little boy is about to enjoy a slice of pizza.,1,1
I02U_Gramm,The boy is eating a piece of pizza. ,1,1
I02U_Gramm,Pizza is the boy's favorite food.  ,1,1
I02U_Gramm,The boy is enjoying a slice of pizza.,1,1
I02U_Gramm,The boy is about to take a bite of pizza. ,1,1
I02U_Gramm,The boy is about to eat a piece of pizza.,1,1
I02U_Gramm,The boy loves to eat pizza.,1,1
I02U_Gramm,A little boy eating pizza.,0,0
I02U_Gramm,Having pizza.,1,1
I02U_Gramm,A boy is eating pizza.,1,1
I02U_Gramm,A boy is about to eat pizza.,1,1
I02U_Gramm,A boy is enjoying a slice of pizza.,1,1
I02U_Gramm,The boy is eating pizza.,1,1
I02U_Gramm,A boy is eating pizza. ,1,1
I02U_Gramm,A slice of pizza is being eaten.   ,1,1
I02U_Gramm,a young boy is eating pizza,1,1
