Source,Response,A1,A2
I03T_Answer,the woman is accepting the package delivery,1,0
I03T_Core,a man delivered your package,0,1
I03T_Core,a man is sending a package to a woman,0,1
I03T_Core,the boy give the girl a brown box,0,1
I03T_Gramm,t.he man is accepting a package,0,1
I03T_Interp,the woman is accepting the package delivery,1,0
I03T_Interp,the man is handing over the package,1,0
I03T_Interp,the man is handling a mailbox to the woman,1,0
I03T_Interp,the man is handing a packing to the lady,0,1
I03T_Verif,he is delivering a package to what appears to be an office recptionist,1,0
I03T_Verif,this man is going to mail a package,1,0
I03T_Verif,the is delivering,0,1
I03T_Verif,the man is delivering a package to a company,1,0
I03T_Verif,the man is putting the package to the woman,0,1
I03T_Verif,the man is handing a package to his client,1,0
I03T_Verif,the man is delivering a package so the smoking hot receptionist,1,0
