Source,Response,A1,A2
I01T_Core,grooving to music,1,0
I01T_Core,the boy is jiving,1,0
I01T_Core,the kid is grooving,1,0
I01T_Core,he's grooving,1,0
I01T_Core,the boy is getting down,1,0
I01T_Core,he is singing,0,1
I01T_Core,he is dacing,0,1
I01T_Core,the boy is singing songs,0,1
I01T_Core,the boy is totally jamming out,1,0
I02T_Core,the boy looks happy to have that slice of pie,0,1
I02T_Core,the boy is eating,0,1
I02T_Core,he may get fat eating pizza,1,0
I02T_Core,excited about his slice of pizza,0,1
I02T_Core,about to go deep on a pizza slice,0,1
I02T_Core,the boy is anxiously awaiting for the pizza to enter his mouth,0,1
I02T_Core,the boy is holding a slice of pizza,0,1
I03T_Core,a man delivered your package,0,1
I03T_Core,the postman is giving a package to the lady,0,1
I03T_Core,a man is sending a package to a woman,0,1
I03T_Core,the boy give the girl a brown box,0,1
I03T_Core,the deliver is handing the package to the woman,1,0
